Species	ts	te	trait1	trait2	trait3	trait4	trait5	redundancy
taxon2926	0.61177056	0	3	1	0	3	2	4
taxon2927	23.73804218	16.75074028	0	3	1	3	3	3
taxon2928	27.09710034	15.84521485	0	3	1	4	3	4
taxon2929	16.78572842	5.46771062	3	1	0	2	2	4
taxon2930	1.64830615	1.19270323	3	1	0	5	5	3
taxon2931	23.07334034	0	2	1	0	3	0	3
taxon2932	1.93203637	0	2	1	0	3	0	3
taxon2933	1.96614042	0	2	1	0	3	0	3
taxon2934	9.41585633	8.17853947	2	1	0	2	1	3
taxon2935	20.76134808	4.23281789	2	1	0	2	1	3
taxon2936	9.50240407	8.41074721	2	1	0	2	1	3
taxon2937	1.70430508	0	2	1	0	2	1	3
taxon2938	0.71490052	0	2	1	0	2	1	3
taxon2939	3.40288335	2.73940255	2	1	0	2	1	3
taxon2940	3.213633	0.77628371	2	1	0	2	1	3
taxon2941	0.90007607	0	2	1	0	3	1	3
taxon2942	3.24650375	0	2	1	0	3	1	3
taxon2943	22.73506346	1.8149755	2	1	0	2	1	3
taxon2944	21.8216551	17.02924093	3	1	0	2	4	4
taxon2945	11.58019532	1.90018264	3	1	0	3	2	4
taxon2946	23.69966455	11.16466253	3	3	0	4	2	2
taxon2947	4.82832841	0	3	3	0	5	2	0
taxon2948	22.86035804	11.17985586	3	3	0	4	2	2
taxon2949	10.91863848	4.89243542	3	1	0	4	1	4
taxon2950	4.73022953	4.0713333	3	1	0	2	3	4
taxon2951	10.9847953	5.81413921	3	1	0	2	3	4
taxon2952	9.925812	0.27111762	3	1	0	2	2	4
taxon2953	11.47829933	5.29809806	3	1	0	2	3	4
taxon2954	0.57788908	0	3	1	0	2	3	4
taxon2955	3.32178014	2.51242755	3	1	0	2	3	4
taxon2956	4.26805234	0.9567644	3	1	0	2	3	4
taxon2957	3.20682023	2.53213093	3	1	0	2	2	4
taxon2958	3.12950243	2.43155163	3	1	0	2	2	4
taxon2959	6.4248487	0	3	1	0	2	2	4
taxon2960	14.51668895	5.15011969	3	1	0	2	2	4
taxon2961	3.11981607	2.48172946	3	1	0	1	2	4
taxon2962	12.49400118	3.76444397	3	1	0	2	1	4
taxon2963	3.73881503	0	3	1	0	2	1	4
taxon2964	0.66204386	0	3	1	0	2	1	4
taxon2965	7.60907751	0	3	1	0	2	1	4
taxon2966	2.83146017	2.31089752	3	1	0	2	2	4
taxon2967	3.26985131	2.61474731	3	1	0	2	2	4
taxon2968	0.6760218	0	3	1	0	2	2	4
taxon2969	3.23953067	2.56930645	3	1	0	2	2	4
taxon2970	1.6362584	0	3	1	0	2	1	4
taxon2971	14.87933784	0	3	1	0	2	1	4
taxon2972	19.91270688	18.69101317	0	1	1	5	4	4
taxon2973	8.96999279	7.68250999	0	1	1	5	4	4
taxon2974	11.41719967	1.86555799	0	1	1	5	4	4
taxon2975	5.01406772	1.77213704	0	1	1	5	4	4
taxon2976	23.78720147	11.70131687	0	1	1	4	4	2
taxon2977	23.23072569	11.05984614	0	1	1	5	4	4
taxon2978	4.75277406	3.91795733	0	1	1	5	4	4
taxon2979	8.52473717	7.29174959	0	1	1	5	4	4
taxon2980	23.42235593	11.2457704	0	1	1	5	4	4
taxon2981	10.89777117	0	0	1	1	5	4	4
taxon2982	3.50203208	0.97962803	0	1	1	5	4	4
taxon2983	0.60217557	0.31433137	0	1	1	5	4	4
taxon2984	16.11483037	11.27761612	0	1	1	5	4	4
taxon2985	3.15931101	2.4777039	0	1	1	5	4	4
taxon2986	23.63967519	4.96840227	0	1	1	5	4	4
taxon2987	3.17372506	2.48952537	3	1	0	1	4	3
taxon2988	3.0930995	0	3	1	0	1	4	3
taxon2989	2.93825646	2.21543385	2	1	0	5	1	3
taxon2990	22.49747336	12.24583163	0	2	2	3	1	1
taxon2991	1.61097569	0.17149429	0	2	2	4	1	3
taxon2992	10.27137916	2.3249591	0	2	2	4	1	3
taxon2993	5.17380254	3.90943605	0	2	2	4	1	3
taxon2994	22.86323863	4.92036137	0	2	2	4	1	3
taxon2995	2.95651127	2.31011509	0	2	2	4	1	3
taxon2996	8.19735554	6.76339896	3	1	0	4	2	4
taxon2997	5.17423606	1.94394684	3	1	0	4	1	4
taxon2998	20.44040786	19.31604256	4	3	1	0	3	1
taxon2999	8.89877413	7.88834466	4	3	1	0	3	1
taxon3000	10.68903712	0.87071426	4	3	1	0	3	1
taxon3001	11.3798756	3.49009664	1	3	1	2	3	3
taxon3002	23.66513919	11.17331015	1	3	1	1	3	2
taxon3003	20.24193749	19.30801147	1	3	1	2	3	3
taxon3004	16.40305772	11.01796776	1	3	1	2	3	3
taxon3005	3.35065172	2.61985716	1	3	1	2	3	3
taxon3006	4.86926172	4.28196999	1	3	1	2	3	3
taxon3007	14.73677523	0	1	3	1	2	2	3
taxon3008	23.67551235	16.01162093	1	3	1	1	3	2
taxon3009	3.855685	1.59821331	1	3	1	2	3	3
taxon3010	9.53370261	1.92179824	1	3	1	2	3	3
taxon3011	5.01112221	4.13622667	1	3	1	1	3	2
taxon3012	5.45569331	2.04528052	1	3	1	1	3	2
taxon3013	17.13204424	11.55018793	1	3	1	2	5	3
taxon3014	20.98956039	19.58845373	1	3	1	2	5	3
taxon3015	22.13536265	20.90225216	1	3	1	2	5	3
taxon3016	19.16585562	18.20870049	1	3	1	2	5	3
taxon3017	22.69794344	10.17106559	1	3	1	2	5	3
taxon3018	3.03643036	2.45476301	1	3	1	2	5	3
taxon3019	16.69977446	10.89779023	1	3	1	2	5	3
taxon3020	23.62231629	16.79057764	1	3	1	2	5	3
taxon3021	47.41534948	16.87162549	1	3	1	2	5	3
taxon3022	20.44953445	19.35462292	1	3	1	2	5	3
taxon3023	23.60318723	16.04563634	1	3	1	2	5	3
taxon3024	3.02021237	2.36345137	0	1	4	2	2	2
taxon3025	5.0688048	2.07745031	0	1	4	2	5	2
taxon3026	3.22536699	2.44222375	0	1	4	2	5	2
taxon3027	3.87635259	0.2401929	2	1	0	3	1	4
taxon3028	26.91855288	24.005029	3	1	0	3	4	4
taxon3029	3.14578525	2.64542572	2	1	0	3	1	3
taxon3030	23.77446565	16.28823979	2	1	0	3	1	3
taxon3031	8.03465731	1.79863803	2	1	0	3	1	3
taxon3032	21.68902855	3.48790505	2	1	0	3	0	3
taxon3033	11.55789462	2.27593403	2	1	0	3	1	3
taxon3034	23.11267058	11.2429556	2	1	0	3	2	3
taxon3035	0.7241671	0	3	1	0	0	2	4
taxon3036	4.83160818	3.91969055	3	1	0	0	3	3
taxon3037	0.89533124	0	3	1	0	0	2	4
taxon3038	1.00490059	0.07142644	3	1	0	0	3	3
taxon3039	4.96776741	4.29534431	3	1	0	0	3	3
taxon3040	9.21702215	8.00299081	3	1	0	0	3	3
taxon3041	8.06351643	6.84851877	3	1	0	0	3	3
taxon3042	1.78371335	1.31774582	3	1	0	3	2	4
taxon3043	1.46310131	0.9691417	3	1	0	1	3	4
taxon3044	0.52688062	0.21896343	3	1	0	4	2	4
taxon3045	2.92601824	2.20561887	3	1	0	4	2	4
taxon3046	23.79686697	11.9304583	3	1	0	4	2	4
taxon3047	0.886411	0	3	1	0	4	2	4
taxon3048	22.21086214	2.15752876	3	1	0	4	2	4
taxon3049	1.51244452	1.09521845	3	1	0	4	2	4
taxon3050	3.13408895	2.37588248	3	1	0	4	2	4
taxon3051	2.90019716	2.29159875	3	1	0	4	2	4
taxon3052	0.66501342	0.35303769	3	1	0	4	2	4
taxon3053	3.16497489	2.41923349	3	1	0	4	2	4
taxon3054	15.67537591	2.01223699	3	1	0	4	2	4
taxon3055	23.34763056	3.88553863	3	1	0	3	2	4
taxon3056	16.13092517	11.47719237	3	1	0	4	2	4
taxon3057	0.93221923	0.19542091	3	1	0	4	2	4
taxon3058	2.88373694	2.23550619	3	1	0	4	2	4
taxon3059	0.59586278	0.21957328	3	1	0	4	2	4
taxon3060	1.36386171	0.97494681	3	1	0	4	2	4
taxon3061	14.26843704	5.19796551	3	1	0	3	2	4
taxon3062	11.09128093	4.89490405	3	1	0	4	2	4
taxon3063	0.43337951	0.17714871	3	1	0	4	2	4
taxon3064	3.60499177	1.87487408	3	1	0	4	2	4
taxon3065	1.50601562	1.08890943	3	1	0	4	2	4
taxon3066	2.9828529	2.37431702	3	1	0	4	2	4
taxon3067	0.77424564	0.15104899	3	1	0	4	2	4
taxon3068	0.78598169	0.22196813	3	1	0	4	2	4
taxon3069	1.85132099	0.7837036	3	1	0	4	2	4
taxon3070	11.03864177	0	3	1	0	4	3	4
taxon3071	2.18727402	0.87118012	3	1	0	4	2	4
taxon3072	1.65690098	1.10336731	3	1	0	4	2	4
taxon3073	0.73469163	0.34788208	3	1	0	4	2	4
taxon3074	9.12961693	0	3	1	0	5	2	4
taxon3075	3.55736306	0	3	1	0	4	1	4
taxon3076	0.65515012	0.37243919	3	1	0	4	2	4
taxon3077	0.52822121	0.22528422	3	1	0	4	2	4
taxon3078	8.1960298	6.88011083	3	1	0	4	2	4
taxon3079	5.66498642	0	3	1	0	4	3	4
taxon3080	10.27715948	2.04554374	3	1	0	4	2	4
taxon3081	17.12818685	10.73825298	3	1	0	4	2	4
taxon3082	23.62784753	15.89044951	3	1	0	4	2	4
taxon3083	15.61980931	10.9050673	3	1	0	4	2	4
taxon3084	0.54819184	0.29415552	3	1	0	4	2	4
taxon3085	3.54453238	2.12732637	3	1	0	2	2	4
taxon3086	5.8956646	0.66078285	3	1	0	2	2	4
taxon3087	2.99130286	2.42865537	3	1	0	2	2	4
taxon3088	23.2644081	12.47175049	3	1	0	2	2	4
taxon3089	15.74553271	10.94546997	3	1	0	2	2	4
taxon3090	0.78459799	0	3	1	0	2	2	4
taxon3091	1.54099304	1.05197671	3	1	0	2	2	4
taxon3092	22.46974363	11.41118218	3	1	0	2	2	4
taxon3093	23.03592076	17.37991313	3	1	0	2	2	4
taxon3094	1.64717625	0	3	1	0	2	2	4
taxon3095	3.01500172	2.39873	3	1	0	2	2	4
taxon3096	5.3190313	2.12622653	3	1	0	2	2	4
taxon3097	3.03347434	2.40108687	3	1	0	2	2	4
taxon3098	21.78956456	3.55288491	3	1	0	2	2	4
taxon3099	1.91486764	0	3	1	0	3	1	4
taxon3100	23.42122994	16.87523679	3	1	0	2	2	4
taxon3101	1.56888941	1.10921566	3	1	0	2	2	4
taxon3102	1.63987801	0	3	1	0	2	2	4
taxon3103	4.76374144	4.18144447	3	1	0	2	2	4
taxon3104	3.52332125	1.97485009	3	1	0	2	2	4
taxon3105	5.39766989	2.04680605	3	1	0	2	2	4
taxon3106	27.43021054	23.64456893	3	1	0	3	2	4
taxon3107	8.28485121	7.27141152	3	1	0	3	4	4
taxon3108	23.81782388	1.16827618	3	1	0	3	2	4
taxon3109	23.8639776	16.29322656	3	1	0	3	2	4
taxon3110	27.16785509	1.61849184	2	1	0	4	2	2
taxon3111	27.95321344	12.83836166	3	1	0	3	4	4
taxon3112	11.1981256	2.30922341	3	1	0	4	4	4
taxon3113	22.42775298	21.17569307	3	1	0	4	4	4
taxon3114	1.56592077	1.16308044	3	1	0	4	4	4
taxon3115	2.03576579	0.79144276	3	1	0	3	4	4
taxon3116	22.04780807	21.04192702	2	1	0	0	3	4
taxon3117	8.90301273	0	3	1	0	3	5	3
taxon3118	11.79955661	2.36242107	3	1	0	4	1	4
taxon3119	14.34345941	1.85230386	3	1	0	5	1	4
taxon3120	11.38199236	2.1368605	3	1	0	4	2	4
taxon3121	3.37934664	2.60750379	3	1	0	2	1	4
taxon3122	27.70041569	11.3220806	2	1	0	4	4	2
taxon3123	20.87397464	19.42548746	2	1	0	4	0	4
taxon3124	20.71327035	19.51017788	2	1	0	4	1	2
taxon3125	20.6204062	19.52525323	2	1	0	4	2	4
taxon3126	23.68838274	16.09763978	2	1	0	4	2	4
taxon3127	28.14023991	15.27359305	2	1	0	4	1	4
taxon3128	14.9513374	13.77051266	2	1	0	4	1	2
taxon3129	31.68194486	20.07510778	2	1	0	4	1	4
taxon3130	3.61773419	1.89402562	1	3	1	3	5	1
taxon3131	9.04088345	7.89071041	0	1	4	5	1	3
taxon3132	5.6492853	2.10772823	0	1	4	5	1	3
taxon3133	5.35551302	2.1881694	0	1	4	5	1	3
taxon3134	4.62299841	4.02026067	0	1	4	5	1	3
taxon3135	22.83955584	1.95132833	0	1	4	4	1	3
taxon3136	14.86851808	13.43725592	0	1	4	5	1	3
taxon3137	8.95310277	0.73364232	0	1	4	5	1	3
taxon3138	11.63837122	0	0	1	4	5	1	3
taxon3139	9.2429228	8.1374063	0	1	4	5	1	3
taxon3140	5.09174303	1.81441729	0	1	4	5	1	3
taxon3141	4.75690591	1.84595038	0	1	4	5	1	3
taxon3142	15.90593977	3.00437043	0	1	4	4	1	3
taxon3143	4.67066549	4.0735791	0	1	4	4	1	3
taxon3144	1.80410101	0.92147364	0	1	4	5	1	3
taxon3145	41.58868572	11.89150804	0	1	4	5	1	3
taxon3146	2.02370258	0.85304736	0	1	4	5	1	3
taxon3147	28.65521679	17.66262597	0	1	4	5	1	3
taxon3148	8.46599864	7.00957954	0	1	4	5	1	3
taxon3149	4.95931534	0	0	1	4	4	2	1
taxon3150	4.61343722	3.9446909	2	1	0	1	3	4
taxon3151	3.66731003	1.79199499	4	3	1	1	1	4
taxon3152	2.99220568	2.31710823	0	1	2	4	3	2
taxon3153	4.81740688	4.1509137	3	3	0	3	1	4
taxon3154	3.05530487	2.43754893	3	1	0	3	3	4
taxon3155	23.2000773	15.55081813	2	1	0	4	1	4
taxon3156	22.30429241	17.11333357	2	1	0	4	1	4
taxon3157	26.37482235	1.99369133	2	1	0	4	1	4
taxon3158	33.22734036	17.75282283	2	1	0	4	1	2
taxon3159	3.12618614	2.45877496	3	1	0	1	3	4
taxon3160	3.21598587	2.45370604	3	1	0	2	3	4
taxon3161	1.55887623	1.12180653	3	1	0	1	4	4
taxon3162	2.73377792	2.16533603	3	1	0	1	3	4
taxon3163	2.98062634	2.240174	3	1	0	5	5	4
taxon3164	2.90554077	2.29057571	3	1	0	2	2	4
taxon3165	1.69146601	1.16277369	3	1	0	1	2	4
taxon3166	2.91831694	2.1787557	3	1	0	3	1	4
taxon3167	3.26820376	2.49112619	3	1	0	1	3	4
taxon3168	3.04807485	2.3705964	3	1	0	3	2	4
taxon3169	3.27478137	2.62032024	3	1	0	2	1	4
taxon3170	3.25297344	2.57833686	3	1	0	3	0	4
taxon3171	23.35170405	16.57737185	3	1	0	3	2	4
taxon3172	22.16193475	7.07335656	3	1	0	3	2	4
taxon3173	14.95390582	0.20300542	3	1	0	3	2	4
taxon3174	22.29813637	10.91914424	3	1	0	3	2	4
taxon3175	21.25734905	20.03700493	3	1	0	3	2	4
taxon3176	21.07432268	19.78868981	3	1	0	3	2	4
taxon3177	10.2499354	5.29427282	3	1	0	4	2	4
taxon3178	11.43196161	5.61090153	0	3	4	3	0	0
taxon3179	11.33082701	5.09619149	3	1	0	4	2	4
taxon3180	12.17619354	5.59917463	0	3	1	4	1	4
taxon3181	20.86760794	10.62742676	0	3	1	4	2	4
taxon3182	15.68007107	10.0366797	0	3	1	4	3	4
taxon3183	21.78386797	10.95089781	0	3	1	4	3	4
taxon3184	20.05266364	2.12214538	0	3	1	4	3	4
taxon3185	16.40624301	10.94348513	0	3	1	4	1	4
taxon3186	3.77917344	1.77997992	0	3	1	4	1	4
taxon3187	3.53181516	0	0	3	1	3	3	3
taxon3188	1.64872133	0	0	3	1	3	3	3
taxon3189	1.53970743	0	0	4	3	5	1	0
taxon3190	3.34268744	0.25253521	0	4	3	5	2	2
taxon3191	28.72060141	1.62748835	0	4	3	5	2	2
taxon3192	26.93360663	5.64589644	0	4	3	5	2	2
taxon3193	3.48128269	1.99552036	0	4	3	5	2	2
taxon3194	21.20608279	19.80256653	0	3	1	4	1	4
taxon3195	22.0387533	20.45038465	0	3	1	4	2	4
taxon3196	3.71827935	0	0	3	1	4	1	4
taxon3197	5.2673875	0	0	3	1	4	2	4
taxon3198	23.09106446	13.01552284	3	1	0	3	4	4
taxon3199	15.35635772	11.00903771	3	1	0	3	2	4
taxon3200	21.19417023	10.42085208	3	1	0	3	3	4
taxon3201	27.50325531	0	0	3	1	4	1	4
taxon3202	16.48250942	11.21116264	0	3	1	4	1	4
taxon3203	21.34275469	20.18448735	0	3	1	3	2	4
taxon3204	3.36127327	2.20685141	0	3	1	3	2	4
taxon3205	16.22815655	12.10086617	0	3	1	2	2	4
taxon3206	9.27694233	8.33618613	0	1	4	4	2	4
taxon3207	2.77927395	2.04943973	3	1	0	3	3	4
taxon3208	8.36976925	7.33071883	3	1	0	3	3	4
taxon3209	2.96346072	2.21912672	3	1	0	3	3	4
taxon3210	0.85353766	0	0	3	1	2	1	3
taxon3211	3.00700838	2.12441779	0	3	1	0	1	2
taxon3212	19.8641363	18.88979439	0	3	1	0	1	2
taxon3213	8.70490172	7.56810252	0	3	1	0	1	2
taxon3214	3.06397871	0	0	3	1	0	1	2
taxon3215	4.65766899	3.71433243	3	1	0	5	1	4
taxon3216	23.8784645	2.67005029	3	1	0	4	1	4
taxon3217	15.85273804	1.84071293	3	1	0	5	1	4
taxon3218	2.97220449	2.37206519	3	1	0	5	1	4
taxon3219	23.31581116	11.12607674	3	1	0	4	1	4
taxon3220	23.49912821	6.06429503	3	1	0	4	1	4
taxon3221	13.01736615	0	3	1	0	5	1	4
taxon3222	3.78916478	1.9103187	3	1	0	5	1	4
taxon3223	4.55833404	3.8794613	3	1	0	1	3	4
taxon3224	11.73871689	5.78851414	3	1	0	2	5	2
taxon3225	3.15583404	2.31080721	0	1	0	2	5	0
taxon3226	19.93439427	18.70590146	3	1	0	2	2	4
taxon3227	4.95712226	0	3	1	0	2	1	4
taxon3228	3.25941408	0	4	3	1	2	2	3
taxon3229	0.99647112	0	4	3	1	1	3	2
taxon3230	14.87011605	0.65785918	4	3	1	1	3	2
taxon3231	15.81303297	11.97334539	4	3	1	1	3	2
taxon3232	5.84500667	0	4	3	1	1	2	0
taxon3233	21.66766174	7.2849059	4	3	1	1	3	2
taxon3234	3.03378257	2.42859057	4	3	1	1	3	2
taxon3235	23.72589663	11.5130334	4	3	1	1	3	2
taxon3236	23.20149581	16.32413023	4	3	1	1	3	2
taxon3237	16.51487497	11.17457651	4	3	1	1	3	2
taxon3238	23.14103906	2.49702758	4	3	1	1	3	2
taxon3239	1.49576579	1.01681988	2	1	0	0	1	4
taxon3240	4.65680401	1.83390538	2	1	0	0	1	4
taxon3241	2.01840001	0.24783627	2	1	0	0	2	4
taxon3242	3.66961652	0	2	1	0	0	2	4
taxon3243	1.53385287	0	2	1	2	3	1	2
taxon3244	11.3058934	3.56852578	3	1	0	3	5	3
taxon3245	23.82189805	16.34245754	3	1	0	3	5	3
taxon3246	4.80594131	4.17241484	3	1	0	3	5	3
taxon3247	23.82737837	16.0832571	3	1	0	3	5	3
taxon3248	8.58839863	7.26564642	3	1	0	3	5	3
taxon3249	3.06415206	0	3	1	0	2	4	4
taxon3250	3.06810699	2.31415225	0	1	1	4	2	4
taxon3251	11.39708678	3.37430863	0	1	1	4	2	4
taxon3252	4.5144772	3.96575596	0	1	1	4	2	4
taxon3253	20.80486045	19.58060423	0	1	1	4	2	4
taxon3254	5.40563449	3.68808321	0	1	1	4	2	4
taxon3255	4.66075131	3.92771482	0	1	1	3	2	3
taxon3256	6.46973991	2.04460668	0	1	1	4	2	4
taxon3257	23.50719243	12.18578207	0	1	1	4	2	4
taxon3258	3.11034296	2.40962092	0	1	1	4	2	4
taxon3259	23.66105826	4.14075145	4	3	1	4	4	2
taxon3260	23.76478803	10.80986197	4	3	1	4	4	2
taxon3261	34.07576895	1.99261376	0	3	1	5	2	3
taxon3262	15.49633077	4.78060144	0	3	1	5	2	3
taxon3263	5.17436599	0	0	3	1	5	2	3
taxon3264	10.65148529	2.03925013	0	3	1	5	2	3
taxon3265	28.6803519	3.92301586	0	3	1	5	2	3
taxon3266	9.26085641	8.23644091	0	3	1	4	2	4
taxon3267	16.45114817	11.46683371	0	3	1	4	3	4
taxon3268	5.21978704	0	0	3	1	3	2	4
taxon3269	0.38935308	0.18116897	0	3	1	4	3	4
taxon3270	15.26362338	14.3188997	0	3	1	4	2	4
taxon3271	3.56291461	1.67525468	3	1	0	3	3	4
taxon3272	3.25284715	2.53411887	3	1	0	3	3	4
taxon3273	0.74327937	0	3	1	0	1	4	3
taxon3274	22.16536305	1.46209645	0	0	4	5	1	2
taxon3275	0.97014116	0	1	3	1	3	4	2
taxon3276	17.66490543	0	3	1	0	4	5	2
taxon3277	9.56196489	8.4135212	3	1	0	3	3	4
taxon3278	3.17013116	0.7100196	3	1	0	3	1	4
taxon3279	22.71951511	15.92277539	3	1	0	2	2	4
taxon3280	23.15215339	15.63944165	3	1	0	2	2	4
taxon3281	11.91655726	5.27168695	3	1	0	2	2	4
taxon3282	5.46391069	0.75557025	3	1	0	2	1	4
taxon3283	22.39390069	11.52596252	3	1	0	1	2	4
taxon3284	20.65497263	19.70555347	3	1	0	1	2	4
taxon3285	1.86759877	0.77849473	3	1	0	2	2	4
taxon3286	4.2031054	0	3	1	0	2	1	4
taxon3287	19.74528226	18.76628472	3	1	0	2	2	4
taxon3288	10.13389887	6.1843971	3	1	0	2	2	4
taxon3289	22.66645667	3.37387513	3	1	0	2	2	4
taxon3290	19.78279966	19.1369214	3	1	0	1	2	4
taxon3291	23.20714877	16.0027291	2	1	0	4	1	4
taxon3292	33.2698948	15.8298892	2	1	0	4	1	4
taxon3293	3.50827232	2.05708967	2	1	0	4	1	4
taxon3294	10.29609895	5.25441788	3	1	0	4	1	4
taxon3295	10.93523433	5.99591542	3	1	0	4	2	4
taxon3296	15.61554289	3.65224303	0	1	4	4	2	4
taxon3297	1.10199215	0	0	1	4	4	3	2
taxon3298	11.41942584	0	0	1	4	4	1	3
taxon3299	26.89906366	1.97564485	0	1	4	4	2	4
taxon3300	11.4259455	2.35241298	0	1	4	4	2	4
taxon3301	1.54162891	0	0	1	4	4	1	3
taxon3302	1.64431803	0	0	1	4	4	2	4
taxon3303	23.20417105	1.66916397	0	1	4	4	2	4
taxon3304	26.22601028	0	0	1	4	5	2	3
taxon3305	11.33898438	3.71296264	0	1	4	4	2	4
taxon3306	9.36836056	8.18965175	2	1	0	3	0	3
taxon3307	4.9988967	0	3	1	0	3	0	3
taxon3308	1.99349225	0.21934115	2	1	0	3	0	3
taxon3309	3.03098087	2.3372681	2	1	0	3	0	3
taxon3310	0.90531289	0	2	1	0	4	0	1
taxon3311	3.4243539	2.06839487	3	1	0	3	1	4
taxon3312	22.32363798	17.09164925	3	1	0	3	2	4
taxon3313	1.44639969	1.08088611	4	4	1	3	1	3
taxon3314	3.20678973	2.48115407	4	4	1	3	1	3
taxon3315	10.34642721	5.59165408	4	4	1	3	1	3
taxon3316	4.05308073	1.97544361	4	4	1	3	1	3
taxon3317	7.95942383	6.89046833	4	4	1	3	1	3
taxon3318	22.29065721	6.94650039	4	4	1	3	1	3
taxon3319	23.26399611	0	4	3	1	4	1	2
taxon3320	39.14163947	6.86360448	3	1	0	4	1	4
taxon3321	0.51226261	0.25770368	3	1	0	4	1	4
taxon3322	9.86822346	8.57386763	3	1	0	4	1	4
taxon3323	16.59783151	11.09619839	3	1	0	4	1	4
taxon3324	1.49862662	1.06354953	2	1	0	2	2	3
taxon3325	11.76127692	5.68901486	2	1	0	2	2	3
taxon3326	11.58861009	5.60309773	0	1	4	5	2	3
taxon3327	3.47403074	0	3	1	0	1	2	4
taxon3328	23.30938688	16.23711381	0	3	1	4	4	2
taxon3329	3.70275101	2.03272186	0	3	1	4	4	2
taxon3330	11.27653139	1.80402573	0	3	1	4	4	2
taxon3331	11.73040161	1.78796944	0	3	1	4	4	2
taxon3332	3.39125303	2.00933523	0	3	1	1	2	3
taxon3333	23.72006824	16.55460398	0	3	1	2	2	4
taxon3334	3.02320614	2.3740725	0	3	1	1	2	3
taxon3335	3.73963045	0	0	3	1	2	3	3
taxon3336	4.77948941	0	0	3	1	2	2	4
taxon3337	3.60558179	0	0	4	1	5	2	0
taxon3338	10.70175823	3.929499	0	4	1	4	3	0
taxon3339	0.7112491	0	2	1	0	5	1	4
taxon3340	10.38365215	3.64485535	3	1	0	3	3	4
taxon3341	4.80937512	4.06179585	3	1	0	3	3	4
taxon3342	3.64215561	2.05418536	3	1	0	3	3	4
taxon3343	16.30127538	12.20908942	3	1	0	3	3	4
taxon3344	2.83697526	2.26838499	2	1	0	1	2	4
taxon3345	4.89327114	1.68210481	2	1	0	1	2	4
taxon3346	3.51101963	1.83486605	2	1	0	1	2	4
taxon3347	10.20821979	0	2	1	0	1	2	4
taxon3348	23.12476424	12.37551112	1	3	1	3	4	2
taxon3349	11.11539295	5.52399719	1	3	1	3	4	2
taxon3350	16.75517547	11.02751147	1	3	1	3	4	2
taxon3351	16.20196551	11.34271028	3	1	0	5	2	4
taxon3352	1.58634854	0.98763394	3	1	0	5	2	4
taxon3353	3.9614387	0	3	1	0	5	2	4
taxon3354	21.96709374	11.16711086	3	1	0	5	2	4
taxon3355	1.41117743	1.00702164	3	1	0	5	2	4
taxon3356	3.12833651	2.43534577	3	1	0	5	2	4
taxon3357	4.14958799	0	3	1	0	5	3	4
taxon3358	1.60729023	1.09912501	3	1	0	5	2	4
taxon3359	11.33758897	3.6016165	3	1	0	5	2	4
taxon3360	5.31612121	0	3	1	0	5	2	4
taxon3361	15.7408079	3.59137017	3	1	0	5	2	4
taxon3362	15.40602084	12.03151855	3	1	0	5	2	4
taxon3363	2.77414389	2.19257581	3	1	0	2	1	4
taxon3364	1.59596199	0	3	1	0	3	1	4
taxon3365	1.76869082	0	3	1	0	2	1	4
taxon3366	11.37829965	1.88881004	3	1	0	3	5	4
taxon3367	10.53251126	5.80041959	3	1	0	3	3	3
taxon3368	0.80982912	0	0	0	4	4	1	3
taxon3369	0.62628349	0.33990534	0	2	4	5	1	2
taxon3370	5.30906835	0	0	2	4	5	1	2
taxon3371	10.5560331	1.8160246	0	2	4	5	1	2
taxon3372	3.14158161	2.49652663	0	2	4	5	1	2
taxon3373	0.70198782	0	3	1	0	4	1	4
taxon3374	10.1047547	6.14670441	0	3	1	3	2	4
taxon3375	3.81193473	0.17759199	0	3	1	3	3	3
taxon3376	4.71929495	3.93265699	0	3	1	3	2	4
taxon3377	8.38689886	6.95922229	0	3	1	3	2	4
taxon3378	9.23933659	5.41617744	0	3	1	3	2	4
taxon3379	0.74497606	0	0	3	1	3	3	3
taxon3380	8.64155249	7.26793179	0	3	1	3	2	4
taxon3381	23.53047109	16.32540538	0	3	1	3	2	4
taxon3382	0.81453653	0	0	3	1	4	3	4
taxon3383	4.66338899	4.01484239	0	3	1	3	2	4
taxon3384	4.85561038	0.10870585	0	3	1	3	3	3
taxon3385	23.95410558	16.33348475	0	3	1	3	2	4
taxon3386	1.3813535	0	0	3	1	3	1	4
taxon3387	1.55406516	1.14499783	0	3	1	3	2	4
taxon3388	21.74468267	10.49380558	0	3	1	4	1	4
taxon3389	15.12870529	2.22340438	0	3	1	4	1	4
taxon3390	23.54120344	13.37206782	0	3	1	4	1	4
taxon3391	4.88212757	4.1180853	0	3	1	4	1	4
taxon3392	0.63677054	0.35497698	0	1	1	5	4	4
taxon3393	10.60200808	1.7310357	0	1	4	4	1	3
taxon3394	3.69111287	1.73755973	0	1	4	4	1	3
taxon3395	2.96023152	2.34213159	2	1	0	3	2	3
taxon3396	3.0855102	2.55492063	2	1	0	3	2	3
taxon3397	3.69351861	1.779192	0	3	1	3	3	4
taxon3398	2.87820454	2.25758593	3	1	0	0	2	4
taxon3399	17.0370898	0	3	3	1	2	4	1
taxon3400	1.59469613	1.11998704	3	3	1	2	4	1
taxon3401	3.11789991	2.51508084	3	1	0	4	3	4
