clade	band_id	ts	te
0	11370	1993	2000
0	11371	1994	2000
0	11374	2000	2000
0	11376	1998	2000
0	11377	1999	2000
0	11378	1990	1998
0	11382	1998	2000
0	11384	1999	2000
0	11385	1993	2000
0	11390	2000	2000
0	11399	2000	2000
0	11400	1999	2000
0	11401	1996	2000
0	11402	1999	2000
0	11405	2000	2000
0	11406	1993	1996
0	11410	1997	2000
0	11411	2000	2000
0	11420	2000	2000
0	11421	1999	2000
0	11422	1999	2000
0	11423	1994	1996
0	11425	1994	1995
0	11426	2000	2000
0	11427	1996	2000
0	11433	1997	2000
0	11434	1998	2000
0	11435	1997	2000
0	11437	2000	2000
0	11438	1999	2000
0	11440	1989	2000
0	11449	2000	2000
0	11462	2000	2000
0	11470	2000	2000
0	11473	1999	2000
0	11475	1999	2000
0	11476	1999	2000
0	11478	1998	2000
0	11479	1997	2000
0	11481	1999	2000
0	11484	1999	2000
0	11487	1997	2000
0	11488	1990	2000
0	11490	1992	1998
0	11496	1997	2000
0	11498	1998	2000
0	11499	2000	2000
0	11500	1993	1996
0	11509	1994	1997
0	11510	1994	1994
0	11511	1989	1992
0	11517	1997	2000
0	11523	1994	2000
0	11524	1994	2000
0	11525	1995	1995
0	11528	1998	2000
0	11532	1985	1999
0	11533	1993	2000
0	11534	1996	2000
0	11535	1992	1998
0	11536	1998	2000
0	11537	1999	1999
0	11539	1998	2000
0	11542	1996	2000
0	11544	1997	2000
0	11545	1999	2000
0	11548	1993	2000
0	11550	1997	2000
0	11551	1995	2000
0	11552	1998	2000
0	11554	1996	2000
0	11557	2000	2000
0	11558	1989	2000
0	11560	1997	2000
0	11563	1999	2000
0	11564	1994	1997
0	11565	1999	2000
0	11566	1983	1984
0	11568	2000	2000
0	11569	1992	1993
0	11570	1997	2000
0	11572	1988	1993
0	11573	1993	2000
0	11574	1997	2000
0	11575	2000	2000
0	11576	1999	2000
0	11577	1996	1996
0	11578	1995	2000
0	11579	2000	2000
0	11587	1990	2000
0	11593	1997	2000
0	11596	1998	2000
0	11597	1992	2000
0	11601	1994	2000
0	11603	1987	1991
0	11606	2000	2000
0	11607	1998	2000
0	11612	1995	2000
0	11622	2000	2000
0	11626	1996	1997
0	11627	1994	2000
0	11629	1999	2000
0	11636	1994	2000
0	11661	2000	2000
0	11664	1995	2000
0	11667	2000	2000
0	11669	1998	2000
0	11670	1996	2000
0	11671	2000	2000
0	11674	1999	2000
0	11675	1992	2000
0	11677	1999	1999
0	11678	1999	2000
0	11679	1997	2000
0	11682	1984	1984
0	11683	1999	2000
0	11684	1999	2000
0	11685	1995	2000
0	11687	1979	2000
0	11694	1993	1994
0	11696	1994	2000
0	11699	1995	2000
0	11700	1994	1994
0	11702	1997	2000
0	11703	2000	2000
0	11704	1998	1998
0	11706	1996	1998
0	11708	1997	1999
0	11710	1997	1998
0	11711	1998	2000
0	11713	1991	1992
0	11715	1998	2000
0	11716	1999	2000
0	11717	1995	1996
0	11720	1994	1998
0	11721	1990	1998
0	11722	1996	1996
0	11723	2000	2000
0	11724	1996	1996
0	11725	1994	1995
0	11726	1998	1999
0	11733	1998	1999
0	11735	1986	1997
0	11738	1999	2000
0	11743	2000	2000
0	11746	1996	2000
0	11749	1999	2000
0	11753	1998	1998
0	11754	1998	2000
0	11755	1994	2000
0	11763	1992	2000
0	11767	1999	2000
0	11768	1999	2000
0	11770	1991	2000
0	11771	1988	2000
0	11772	1996	2000
0	11780	1992	1992
0	11782	1992	2000
0	11784	1999	2000
0	11786	1995	2000
0	11791	1994	1997
0	11794	1996	1996
0	11795	1997	2000
0	11796	1993	2000
0	11797	1998	2000
0	11798	1998	2000
0	11799	1992	1999
0	11800	2000	2000
0	11801	2000	2000
0	11803	1992	2000
0	11805	1994	1996
0	11806	1993	2000
0	11807	1996	2000
0	11808	1992	2000
0	11809	1997	1999
0	11811	1995	1997
0	11812	1998	1999
0	11813	1997	2000
0	11816	1997	2000
0	11819	1999	2000
0	11820	1997	2000
0	11821	1987	2000
0	11822	1996	1998
0	11826	1996	2000
0	11827	1999	2000
0	11829	1995	2000
0	11830	2000	2000
0	11833	1994	1996
0	11834	1991	2000
0	11838	1998	2000
0	11840	1993	1995
0	11846	1997	1999
0	11849	1994	1998
0	11851	1996	2000
0	11852	1997	2000
0	11853	2000	2000
0	11854	1989	2000
0	11857	1997	2000
0	11858	1997	2000
0	11860	2000	2000
0	11862	2000	2000
0	11864	1998	2000
0	11865	1997	2000
0	11866	1997	2000
0	11868	1992	2000
0	11869	1996	1999
0	11870	2000	2000
0	11871	1996	2000
0	11872	1990	1999
0	11873	1999	2000
0	11874	1991	2000
0	11877	1998	2000
0	11879	1999	2000
0	11880	2000	2000
0	11882	1998	2000
0	11884	1991	2000
0	11885	2000	2000
0	11886	1997	2000
0	11891	1998	2000
0	11892	1998	2000
0	11894	2000	2000
0	11897	2000	2000
0	11901	1993	1996
0	11904	1995	2000
0	11905	2000	2000
0	11908	1987	2000
0	11909	1994	2000
0	11911	1996	1996
0	11912	1983	2000
0	11914	1995	1995
0	11915	1992	1999
0	11916	1992	2000
0	11923	1997	2000
0	11927	1997	2000
0	11930	1983	2000
0	11943	1989	1995
0	11947	1991	2000
0	11949	1999	2000
0	11951	2000	2000
0	11954	1997	2000
0	11956	1993	2000
0	11959	2000	2000
0	11960	1996	2000
0	11963	1997	1997
0	11968	1999	2000
0	11974	1995	2000
0	11975	1994	2000
0	11976	1999	2000
0	11977	1993	2000
0	11979	1997	1998
0	11981	1996	1997
0	11984	1998	2000
0	11986	1999	2000
0	11987	1991	2000
0	11990	1999	2000
0	11996	1998	2000
0	11997	1999	2000
0	11998	1998	1998
0	12001	1985	1986
0	12002	2000	2000
0	12006	1995	2000
0	12013	1999	2000
0	12014	1989	2000
0	12015	1995	2000
0	12017	1995	1997
0	12018	2000	2000
0	12019	1986	2000
0	12023	1990	2000
0	12025	1996	2000
0	12028	1985	2000
0	12030	1999	2000
0	12032	1989	1993
0	12033	1990	1990
0	12036	1995	2000
0	12037	1992	2000
0	12042	1993	2000
0	12046	1995	2000
0	12047	1999	1999
0	12048	1999	2000
0	12050	1992	2000
0	12063	1997	2000
0	12065	1998	2000
0	12066	2000	2000
0	12071	2000	2000
0	12072	1996	1996
0	12073	1995	1996
0	12074	1999	2000
0	12075	2000	2000
0	12076	1997	2000
0	12077	1998	1999
0	12078	1992	2000
0	12080	1984	2000
0	12081	2000	2000
0	12082	1999	1999
0	12083	2000	2000
0	12084	1996	2000
0	12085	1996	1996
0	12086	1999	2000
0	12087	1996	2000
0	12089	1999	1999
0	12090	1996	1997
0	12092	1994	1998
0	12094	1999	2000
0	12100	2000	2000
0	12102	1983	1986
0	12103	1995	2000
0	12105	1996	2000
0	12111	2000	2000
0	12113	1997	2000
0	12114	2000	2000
0	12115	1997	2000
0	12116	1997	2000
0	12117	1994	2000
0	12119	2000	2000
0	12122	1998	2000
0	12125	1998	2000
0	12126	1995	2000
0	12128	1999	2000
0	12129	1998	2000
0	12130	1995	2000
0	12137	1998	2000
0	12138	2000	2000
0	12139	1996	1997
0	12141	1997	1997
0	12143	1997	1997
0	12144	1996	2000
0	12147	1999	2000
0	12148	2000	2000
0	12149	1996	2000
0	12152	1999	2000
0	12155	1998	2000
0	12156	1995	1995
0	12158	1999	2000
0	12163	1998	2000
0	12166	1996	1999
0	12167	2000	2000
0	12168	1994	2000
0	12169	2000	2000
0	12173	1990	2000
0	12174	1998	2000
0	12176	2000	2000
0	12180	1998	1998
0	12181	1998	2000
0	12182	2000	2000
0	12183	1993	2000
0	12187	2000	2000
0	12188	1997	2000
0	12189	1995	1996
0	12190	1993	2000
0	12193	1996	2000
0	12195	2000	2000
0	12198	1998	2000
0	12199	1994	1996
0	12200	1987	1991
0	12205	1997	1999
0	12208	1998	2000
0	12209	1995	1995
0	12210	1995	2000
0	12212	1990	1998
0	12214	1999	2000
0	12217	1998	2000
0	12222	1999	2000
0	12224	1999	2000
0	12225	1999	2000
0	12228	1995	2000
0	12229	2000	2000
0	12230	1996	1999
0	12233	1997	2000
0	12234	1994	2000
0	12235	1998	2000
0	12236	1998	1998
0	12237	1995	1999
0	12238	1993	1997
0	12239	1991	1993
0	12242	2000	2000
0	12243	1993	2000
0	12244	1995	2000
0	12245	1996	2000
0	12246	1997	2000
0	12247	1989	2000
0	12248	1999	2000
0	12249	2000	2000
0	12250	2000	2000
0	12254	1998	2000
0	12258	1998	2000
0	12260	1990	2000
0	12261	1998	1999
0	12262	1995	1997
0	12263	1995	1997
0	12264	1995	2000
0	12265	1998	2000
0	12266	1998	2000
0	12270	1997	2000
0	12272	1995	1995
0	12275	2000	2000
0	12276	1998	2000
0	12279	1995	2000
0	12281	1989	2000
0	12283	1998	1998
0	12284	1999	2000
0	12285	1996	2000
0	12286	1993	1995
0	12291	1996	1998
0	12293	1995	1997
0	12294	1996	2000
0	12295	1999	1999
0	12297	2000	2000
0	12302	1995	1998
0	12304	1995	1998
0	12307	1993	2000
0	12308	1994	2000
0	12309	1997	2000
0	12310	1999	1999
0	12311	1994	1995
0	12312	1998	2000
0	12317	1997	1999
0	12319	1994	1995
0	12322	1995	2000
0	12325	1998	2000
0	12327	2000	2000
0	12328	1997	2000
0	12331	1999	2000
0	12333	1998	2000
0	12336	1993	1995
0	12346	2000	2000
0	12348	1999	1999
0	12355	1998	2000
0	12356	1998	2000
0	12359	1989	2000
0	12364	2000	2000
0	12369	1998	2000
0	12373	1995	2000
0	12376	1999	2000
0	12381	1994	2000
0	12382	1997	2000
0	12388	1987	1987
0	12389	1988	1988
0	12395	1996	2000
0	12397	1998	1998
0	12399	1997	2000
0	12400	1998	2000
0	12401	1995	2000
0	12402	1995	2000
0	12403	1996	2000
0	12404	1997	2000
0	12409	1998	2000
0	12412	1995	2000
0	12418	1999	1999
0	12425	1998	1999
0	12435	1997	1997
0	12436	1994	2000
0	12437	1999	2000
0	12439	1999	2000
0	12441	1998	2000
0	12444	1995	2000
0	12445	1998	2000
0	12449	1999	1999
0	12450	1995	2000
0	12451	1996	2000
0	12460	1999	2000
0	12461	1999	2000
0	12463	1995	2000
0	12465	1988	1989
0	12466	1987	1990
0	12467	1988	1988
0	12469	1993	1997
0	12471	1991	2000
0	12472	1995	2000
0	12473	1995	2000
0	12474	1991	1994
0	12475	1996	2000
0	12476	1993	2000
0	12478	1991	2000
0	12480	1999	2000
0	12481	2000	2000
0	12482	1997	2000
0	12484	1999	2000
0	12485	1993	2000
0	12486	1996	2000
0	12493	2000	2000
0	12497	1987	1988
0	12498	1992	2000
0	12500	1997	2000
0	12501	2000	2000
0	12502	2000	2000
0	12505	1998	2000
0	12506	2000	2000
0	12509	1997	2000
0	12512	1990	2000
0	12515	1996	2000
0	12518	1998	1999
0	12519	1996	2000
0	12520	1994	1999
0	12522	1995	1996
0	12525	2000	2000
0	12527	1990	1993
0	12529	1999	2000
0	12530	1999	2000
0	12531	2000	2000
0	12532	1999	2000
0	12533	2000	2000
0	12534	2000	2000
0	12536	2000	2000
0	12541	1998	2000
0	12542	1997	1999
0	12544	1997	2000
0	12545	1991	1997
0	12547	1999	2000
0	12548	1997	1997
0	12549	1998	1998
0	12550	1999	2000
0	12551	1989	1997
0	12552	1997	1997
0	12555	1997	1997
0	12561	2000	2000
0	12562	1996	1997
0	12565	1998	2000
0	12566	1997	2000
0	12572	1994	2000
0	12573	1993	1995
0	12574	1999	2000
0	12576	1996	2000
0	12577	1998	2000
0	12580	1994	1997
0	12581	1995	2000
0	12585	1991	1993
0	12586	1995	1996
0	12587	1997	1999
0	12593	1996	2000
0	12594	2000	2000
0	12597	1994	1994
0	12598	1993	1996
0	12599	1993	1995
0	12600	1998	2000
0	12602	1994	1994
0	12603	1999	2000
0	12604	1995	1997
0	12605	1994	2000
0	12606	1995	1997
0	12608	1997	2000
0	12612	1993	2000
0	12616	1992	2000
0	12617	1994	2000
0	12618	1990	1993
0	12619	1995	2000
0	12620	1997	1997
0	12621	1987	2000
0	12622	1992	2000
0	12623	1994	1994
0	12627	1995	1997
0	12628	1997	1998
0	12630	1995	2000
0	12636	1996	1999
0	12645	1994	2000
0	12652	1999	2000
0	12653	1993	2000
0	12657	1994	1996
0	12658	1992	1992
0	12659	1993	1995
0	12660	2000	2000
0	12664	1998	2000
0	12665	1986	2000
0	12670	2000	2000
0	12671	1999	2000
0	12672	1995	2000
0	12673	1996	2000
0	12674	1988	1991
0	12676	1999	1999
0	12677	1985	1986
0	12679	1994	2000
0	12681	1996	2000
0	12682	1996	1996
0	12687	1996	2000
0	12701	1998	1999
0	12702	1998	1999
0	12703	1993	2000
0	12712	1988	2000
0	12715	1992	1995
0	12717	1998	2000
0	12718	1998	2000
0	12722	1999	2000
0	12725	1985	1994
0	12727	1996	2000
0	12728	2000	2000
0	12738	1998	2000
0	12744	1992	2000
0	12747	2000	2000
0	12750	1999	2000
0	12754	1991	1991
0	12762	1996	2000
0	12763	1991	1997
0	12764	2000	2000
0	12765	2000	2000
0	12766	1999	2000
0	12767	1994	1998
0	12771	1996	1998
0	12775	1996	2000
0	12776	1996	1997
0	12777	1998	1998
0	12780	1996	1998
0	12783	1991	2000
0	12786	1999	2000
0	12789	1991	2000
0	12790	2000	2000
0	12794	2000	2000
0	12801	1996	2000
0	12802	1996	2000
0	12807	1998	1998
0	12811	1997	2000
0	12814	1994	2000
0	12815	1989	2000
0	12816	1983	1985
0	12817	1992	2000
0	12821	1990	1996
0	12822	1994	1995
0	12823	1991	1992
0	12824	1997	2000
0	12827	1999	1999
0	12829	1986	1989
0	12832	1991	1992
0	12835	1994	2000
0	12836	1995	1995
0	12837	1999	2000
0	12838	1999	2000
0	12842	1998	1999
0	12846	1990	1998
0	12848	1999	2000
0	12851	1998	1999
0	12852	1998	2000
0	12853	1996	1997
0	12854	1993	1995
0	12856	1995	2000
0	12857	1995	1999
0	12858	1996	1996
0	12859	1991	1999
0	12860	1998	2000
0	12861	1996	1996
0	12863	1997	1997
0	12864	1997	2000
0	12865	1998	1998
0	12866	1995	1997
0	12867	1997	2000
0	12868	1994	1997
0	12869	1993	2000
0	12870	1996	1999
0	12872	1996	2000
0	12873	1999	2000
0	12875	1995	2000
0	12877	1996	1996
0	12880	1998	1998
0	12882	1998	2000
0	12883	1996	1997
0	12887	1999	2000
0	12894	1998	2000
0	12895	1995	1995
0	12897	2000	2000
0	12899	1996	1998
0	12900	1998	2000
0	12906	2000	2000
0	12907	1996	2000
0	12908	1999	2000
0	12909	2000	2000
0	12910	1995	2000
0	12913	1992	2000
0	12922	1993	1998
0	12923	1999	2000
0	12930	1998	2000
0	12932	1987	1995
0	12934	1995	1995
0	12935	1998	2000
0	12937	1995	2000
0	12938	1995	1995
0	12940	1994	1996
0	12941	1994	2000
0	12942	1993	2000
0	12946	1995	1998
0	12947	1997	2000
0	12949	1991	1991
0	12950	1987	2000
0	12952	1993	1995
0	12955	1992	1995
0	12956	1996	1998
0	12957	1994	1995
0	12959	1995	1997
0	12960	1989	2000
0	12962	1996	2000
0	12964	1992	1996
0	12965	1994	2000
0	12967	1995	2000
0	12968	1999	1999
0	12970	1995	2000
0	12971	1995	1995
0	12972	2000	2000
0	12973	1998	1998
0	12974	1995	1997
0	12975	1998	1999
0	12976	1994	1994
0	12978	1999	2000
0	12979	1995	1995
0	12982	1998	2000
0	12983	1999	2000
0	12985	2000	2000
0	12986	1999	2000
0	12988	1998	2000
0	12990	1996	1996
0	12991	1994	2000
0	12993	2000	2000
0	12994	2000	2000
0	12995	1999	2000
0	13005	1998	2000
0	13006	1999	2000
0	13007	1998	1999
0	13013	1992	1997
0	13015	1992	2000
0	13016	1994	1994
0	13021	2000	2000
0	13023	1989	1990
0	13024	1992	1992
0	13026	1991	1993
0	13032	1993	1993
0	13033	1993	1993
0	13034	1993	2000
0	13039	1992	2000
0	13040	1992	1995
0	13041	1989	1995
0	13042	1991	2000
0	13047	1992	1997
0	13048	1999	2000
0	13049	2000	2000
0	13050	2000	2000
0	13051	1999	2000
0	13053	2000	2000
0	13057	1990	2000
0	13059	1993	2000
0	13066	2000	2000
0	13071	2000	2000
0	13074	1996	2000
0	13076	1996	2000
0	13078	1985	2000
0	13082	1998	2000
0	13083	1998	2000
0	13084	1987	1995
0	13085	1995	1997
0	13086	1999	2000
0	13088	1997	2000
0	13092	2000	2000
0	13093	1998	2000
0	13095	1998	2000
0	13099	1988	1992
0	13100	1995	2000
0	13103	1995	1998
0	13105	1999	2000
0	13109	1993	1999
0	13111	1979	2000
0	13113	1994	2000
0	13116	1993	2000
0	13117	1990	2000
0	13118	1986	1986
0	13120	1999	2000
0	13121	1999	2000
0	13124	1992	2000
0	13128	1999	2000
0	13130	1994	2000
0	13134	1996	1997
0	13137	1994	1997
0	13138	1990	2000
0	13141	1996	2000
0	13142	1997	2000
0	13146	1998	2000
0	13153	1999	2000
0	13156	1999	2000
0	13158	1989	1989
0	13159	2000	2000
0	13164	1986	1991
0	13165	1999	2000
0	13166	2000	2000
0	13169	1994	1995
0	13173	1998	2000
0	13178	1998	1999
0	13179	1982	1989
0	13182	2000	2000
0	13183	1985	1986
0	13184	1986	2000
0	13187	1999	2000
0	13192	1987	2000
0	13193	1998	2000
0	13194	1994	2000
0	13195	1997	2000
0	13198	1994	1996
0	13201	1993	1993
0	13203	1989	2000
0	13205	1999	2000
0	13206	1998	2000
0	13209	1991	2000
0	13211	1999	2000
0	13213	1999	2000
0	13215	1990	1994
0	13216	1993	1994
0	13220	1993	1999
0	13221	1997	1999
0	13224	1988	2000
0	13226	1994	1994
0	13227	1993	2000
0	13228	1990	1994
0	13230	1993	2000
0	13231	1993	2000
0	13232	1980	2000
0	13233	1982	1984
0	13234	1990	2000
0	13235	1991	2000
0	13236	1991	2000
0	13238	1985	1987
0	13240	1992	1998
0	13241	1982	1982
0	13242	1982	1982
0	13244	1999	2000
0	13245	1990	1993
0	13248	1999	2000
0	13249	1999	2000
0	13253	1990	2000
0	13258	1991	1994
0	13259	1993	2000
0	13261	2000	2000
0	13263	1989	1991
0	13264	1992	1994
0	13265	1999	1999
0	13266	2000	2000
0	13267	1999	2000
0	13268	2000	2000
0	13269	1991	2000
0	13270	1996	2000
0	13271	1993	2000
0	13273	2000	2000
0	13274	2000	2000
0	13275	1996	2000
0	13278	1995	1995
0	13280	1996	2000
0	13283	1991	1995
0	13284	1996	2000
0	13286	1999	1999
0	13290	1995	2000
0	13293	2000	2000
0	13294	1998	1998
0	13301	1992	2000
0	13302	2000	2000
0	13303	1999	2000
0	13305	1991	2000
0	13306	1993	1994
0	13312	1999	2000
0	13316	1997	2000
0	13317	2000	2000
0	13318	2000	2000
0	13319	2000	2000
0	13321	1998	2000
0	13322	1999	2000
0	13325	2000	2000
0	13332	1984	1987
0	13335	1984	1990
0	13336	1998	2000
0	13337	1983	1984
0	13338	1999	1999
0	13340	1985	1989
0	13344	1998	2000
0	13346	1999	2000
0	13347	1983	1986
0	13349	1986	1987
0	13351	1985	1994
0	13352	1995	2000
0	13353	1988	1993
0	13354	1988	1988
0	13355	1983	1986
0	13356	1996	2000
0	13357	1983	1988
0	13358	1998	2000
0	13360	1983	2000
0	13362	2000	2000
0	13365	2000	2000
0	13370	1997	2000
0	13372	1999	2000
0	13376	1996	2000
0	13378	1998	1999
0	13384	1998	2000
0	13386	1995	2000
0	13387	2000	2000
0	13392	1999	2000
0	13394	1999	2000
0	13399	1995	2000
0	13401	1999	2000
0	13406	2000	2000
0	13407	1999	2000
0	13408	1998	2000
0	13409	1998	2000
0	13410	1986	1989
0	13414	1984	1984
0	13417	1998	2000
0	13427	1993	2000
0	13428	1988	2000
0	13429	1991	2000
0	13433	1999	2000
0	13434	1988	1994
0	13436	1997	1997
0	13437	2000	2000
0	13438	1992	2000
0	13442	2000	2000
0	13446	1998	2000
0	13448	1997	2000
0	13452	1999	2000
0	13456	1997	1999
0	13457	2000	2000
0	13459	2000	2000
0	13460	1996	2000
0	13463	1994	2000
0	13465	1999	1999
0	13468	1998	2000
0	13472	1999	2000
0	13475	2000	2000
0	13478	1999	2000
0	13479	1997	2000
0	13480	1999	1999
0	13481	1995	1998
0	13482	1996	2000
0	13483	1998	2000
0	13487	2000	2000
0	13489	1997	2000
0	13492	1986	2000
0	13495	1988	1990
0	13497	1995	1997
0	13498	1987	1987
0	13503	1998	1998
0	13505	1997	2000
0	13506	1997	2000
0	13509	2000	2000
0	13512	1996	2000
0	13513	1995	2000
0	13514	2000	2000
0	13516	1996	2000
0	13517	1997	2000
0	13520	1997	1998
0	13521	1996	2000
0	13523	1995	1997
0	13525	1996	2000
0	13526	1992	2000
0	13527	1999	2000
0	13528	1998	2000
0	13530	1999	2000
0	13532	1995	2000
0	13533	1998	1998
0	13534	1998	2000
0	13536	1996	2000
0	13537	1992	2000
0	13538	1998	2000
0	13539	1995	1996
0	13542	1995	2000
0	13546	1999	1999
0	13550	1998	2000
0	13551	2000	2000
0	13552	1999	1999
0	13556	2000	2000
0	13557	1999	2000
0	13561	1997	2000
0	13563	1996	2000
0	13566	1998	2000
0	13568	1997	2000
0	13569	2000	2000
0	13570	1993	2000
0	13572	2000	2000
0	13574	1998	2000
0	13576	1996	2000
0	13582	1994	1994
0	13583	1995	1995
0	13587	1999	2000
0	13588	1997	2000
0	13589	1995	1996
0	13594	1995	2000
0	13598	1996	2000
0	13599	1999	1999
0	13601	1998	2000
0	13603	1998	2000
0	13605	1999	2000
0	13608	1996	2000
0	13611	1997	2000
0	13613	1990	1996
0	13615	1999	2000
0	13618	1998	1998
0	13621	2000	2000
0	13623	2000	2000
0	13624	2000	2000
0	13627	1996	2000
0	13628	1995	2000
0	13629	2000	2000
0	13634	1995	2000
0	13635	1999	2000
0	13636	2000	2000
0	13638	1996	2000
0	13642	1996	2000
0	13643	2000	2000
0	13644	2000	2000
0	13648	1998	2000
0	13649	1996	2000
0	13654	2000	2000
0	13655	1999	2000
0	13659	1998	2000
0	13665	1999	2000
0	13668	1999	2000
0	13669	1999	2000
0	13670	2000	2000
0	13674	2000	2000
0	13677	2000	2000
0	13684	1999	2000
0	13687	1992	2000
0	13689	2000	2000
0	13690	1996	2000
0	13698	2000	2000
0	13704	1983	1985
0	13705	1981	2000
0	13709	1998	1998
0	13710	1985	1999
0	13718	1998	2000
0	13719	1995	2000
0	13724	1999	2000
0	13732	1984	1986
0	13733	1983	1985
0	13734	1999	2000
0	13735	1999	2000
0	13737	1998	2000
0	13739	1986	1990
0	13740	2000	2000
0	13741	1995	2000
0	13742	1998	2000
0	13743	2000	2000
0	13744	1996	2000
0	13748	1999	2000
0	13750	1998	2000
0	13754	1983	2000
0	13755	1986	2000
0	13764	2000	2000
0	13765	1984	2000
0	13766	1995	2000
0	13767	1998	1999
0	13769	1987	1992
0	13770	1984	1984
0	13771	1990	1990
0	13772	1984	1985
0	13774	1983	1984
0	13775	1999	2000
0	13776	1989	2000
0	13777	1998	2000
0	13778	1993	1993
0	13779	1996	2000
0	13780	1989	1994
0	13783	1995	1995
0	13784	1989	1989
0	13785	1990	1994
0	13788	2000	2000
0	13794	1999	2000
0	13806	1998	2000
0	13807	2000	2000
0	13810	1999	2000
0	13811	1999	2000
0	13813	2000	2000
0	13814	1998	2000
0	13817	1997	2000
0	13820	1999	2000
0	13821	1997	2000
0	13823	1999	2000
0	13833	1997	2000
0	13835	2000	2000
0	13839	1997	2000
0	13840	1994	2000
0	13842	1999	2000
0	13843	1996	2000
0	13844	2000	2000
0	13845	1998	2000
0	13846	1994	1997
0	13848	1999	2000
0	13850	1991	1996
0	13854	1983	1991
0	13858	1999	2000
0	13862	2000	2000
0	13863	1999	2000
0	13864	1996	1997
0	13870	1992	2000
0	13871	1997	2000
0	13873	1991	2000
0	13875	1998	2000
0	13878	2000	2000
0	13879	1996	2000
0	13881	1999	1999
0	13882	1996	2000
0	13885	1998	2000
0	13887	1998	1998
0	13889	1994	1997
0	13890	2000	2000
0	13892	1999	2000
0	13895	1999	2000
0	13899	1993	2000
0	13901	1996	2000
0	13902	1997	1997
0	13904	2000	2000
0	13905	2000	2000
0	13906	1999	2000
0	13908	2000	2000
0	13909	2000	2000
0	13911	1996	2000
0	13913	1995	2000
0	13917	1999	2000
0	13922	1987	1993
0	13927	1994	1997
0	13929	1988	1991
0	13930	1999	2000
0	13931	1996	2000
0	13934	1987	1989
0	13939	1996	2000
0	13940	1997	1998
0	13942	1994	2000
0	13944	1996	2000
0	13952	1999	2000
0	13953	1998	2000
0	13957	2000	2000
0	13959	1999	2000
0	13960	2000	2000
0	13961	1999	1999
0	13963	1999	1999
0	13966	1988	2000
0	13968	1998	2000
0	13971	1996	2000
0	13972	1999	2000
0	13979	1999	2000
0	13987	1998	2000
0	13993	1985	2000
0	13994	1999	2000
0	13995	1996	2000
0	13997	1998	2000
0	13999	1997	2000
0	14001	2000	2000
0	14007	1994	2000
0	14008	1996	1998
0	14013	2000	2000
0	14018	1991	2000
0	14019	1985	1985
0	14020	1985	2000
0	14022	1997	1999
0	14023	1996	1998
0	14025	1999	1999
0	14026	2000	2000
0	14030	1997	2000
0	14033	1988	1990
0	14039	1995	2000
0	14043	2000	2000
0	14045	1995	2000
0	14047	1995	2000
0	14048	2000	2000
0	14049	1998	2000
0	14051	2000	2000
0	14053	2000	2000
0	14054	1998	2000
0	14055	2000	2000
0	14056	2000	2000
0	14064	1991	1992
0	14065	1991	1998
0	14066	1999	1999
0	14070	1999	2000
0	14072	1995	2000
0	14073	1998	2000
0	14075	1998	2000
0	14076	1988	1990
0	14077	2000	2000
0	14079	2000	2000
0	14084	1988	2000
0	14085	1999	2000
0	14099	1994	1997
0	14100	1999	2000
0	14101	1992	1996
0	14102	1999	2000
0	14105	1988	1988
0	14106	1992	2000
0	14107	2000	2000
0	14109	1994	2000
0	14113	1982	2000
0	14114	1982	1982
0	14121	1995	2000
0	14123	1993	2000
0	14125	2000	2000
0	14128	1999	1999
0	14130	1995	2000
0	14131	1991	1993
0	14133	2000	2000
0	14136	2000	2000
0	14138	1990	2000
0	14142	2000	2000
0	14145	1984	1984
0	14146	1986	1992
0	14151	1999	2000
0	14152	2000	2000
0	14159	2000	2000
0	14160	1998	2000
0	14161	1992	1995
0	14162	1994	1999
0	14163	1995	2000
0	14167	1997	2000
0	14173	1998	2000
0	14174	1987	2000
0	14175	1996	2000
0	14176	1997	2000
0	14181	1999	2000
0	14182	1998	1998
0	14185	1990	2000
0	14186	1994	2000
0	14187	2000	2000
0	14190	2000	2000
0	14194	2000	2000
0	14196	1998	2000
0	14198	2000	2000
0	14199	1997	2000
0	14200	1994	2000
0	14201	1991	1991
0	14203	1989	2000
0	14204	1990	1991
0	14206	1999	2000
0	14207	2000	2000
0	14208	1993	1995
0	14209	1998	2000
0	14210	1995	1995
0	14224	1996	2000
0	14226	1985	1986
0	14227	2000	2000
0	14229	2000	2000
0	14234	1983	2000
0	14240	1989	1991
0	14241	1996	1998
0	14242	1987	1989
0	14245	1993	2000
0	14246	2000	2000
0	14247	1998	2000
0	14249	1999	2000
0	14251	1999	2000
0	14259	1998	2000
0	14260	1996	1996
0	14264	2000	2000
0	14265	1996	2000
0	14267	2000	2000
0	14268	1992	2000
0	14269	1999	1999
0	14270	1996	1999
0	14271	1999	2000
0	14272	1998	2000
0	14273	2000	2000
0	14279	1999	2000
0	14283	1999	2000
0	14285	1999	2000
0	14286	1997	2000
0	14288	1990	1996
0	14290	1997	2000
0	14291	1999	2000
0	14294	1998	2000
0	14303	1995	2000
0	14304	1999	2000
0	14306	1998	2000
0	14307	1999	2000
0	14312	1999	2000
0	14313	1990	2000
0	14316	1996	2000
0	14319	1993	2000
0	14320	2000	2000
0	14322	1998	2000
0	14323	1999	1999
0	14326	1989	1997
0	14327	1999	2000
0	14328	2000	2000
0	14331	2000	2000
0	14332	1996	2000
