clade	band_id	ts	te
0	559	1994	2000
0	560	1991	2000
0	561	1979	1991
0	562	1996	2000
0	563	1992	2000
0	564	1990	1995
0	565	1992	2000
0	566	1990	1992
0	567	1997	2000
0	568	1998	2000
0	569	1996	2000
0	570	1986	1989
0	571	1994	1996
0	573	1999	2000
0	574	1989	1995
0	575	1981	2000
0	576	1997	2000
0	577	1990	2000
0	578	1990	1993
0	579	1997	2000
0	580	1986	2000
0	581	1992	2000
0	582	1998	2000
0	583	1996	2000
0	584	1990	2000
0	585	2000	2000
0	586	1992	2000
0	587	2000	2000
0	588	1998	2000
0	589	1992	2000
0	590	1986	2000
0	591	1991	2000
0	592	1987	2000
0	594	1989	2000
0	595	1992	1997
0	596	2000	2000
0	597	1985	2000
0	598	2000	2000
0	599	1987	2000
0	600	2000	2000
0	601	1998	2000
0	602	1989	2000
0	603	1998	2000
0	604	1984	2000
0	605	1984	1998
0	606	1990	2000
0	607	1982	1986
0	608	1998	2000
0	609	1995	1995
0	610	1991	2000
0	611	1996	2000
0	612	1999	2000
0	613	1999	2000
0	614	1998	2000
0	615	1999	2000
0	616	1998	2000
0	617	1996	1998
0	618	1994	2000
0	619	1995	1998
0	620	1991	1999
0	621	1985	2000
0	622	1993	2000
0	623	1993	2000
0	624	1995	2000
0	626	1978	2000
0	627	1996	2000
0	628	2000	2000
0	629	1996	2000
0	630	1997	2000
0	632	1997	2000
0	633	1991	2000
0	634	1987	1991
0	635	1998	2000
0	636	1997	1997
0	637	1999	2000
0	638	1983	1993
0	639	1996	2000
0	641	1988	2000
0	642	1985	2000
0	643	1993	2000
0	644	1981	2000
0	645	1984	2000
0	646	1988	2000
0	647	1987	1990
0	648	1985	2000
0	649	1993	2000
0	650	1995	1996
0	651	1993	2000
0	652	1981	2000
0	653	1985	1996
0	654	1980	1980
0	655	1987	2000
0	658	1989	2000
0	659	1995	1995
0	662	1988	1993
0	663	1980	2000
0	664	1988	2000
0	665	1981	1984
0	666	1993	1997
0	667	2000	2000
0	668	1994	2000
0	669	1994	2000
0	670	1998	2000
0	672	1996	2000
0	673	1991	2000
0	674	1999	2000
0	675	1997	2000
0	676	1988	2000
0	677	1997	2000
0	678	1982	2000
0	679	1998	2000
0	680	1984	2000
0	681	1981	2000
0	682	1984	1992
0	683	1984	1985
0	684	1981	2000
0	685	1980	2000
0	686	1983	2000
0	687	1996	1998
0	688	1990	1991
0	689	1985	1992
0	690	1999	2000
0	691	1987	1989
0	692	2000	2000
0	693	1987	1989
0	694	1984	2000
0	695	1988	2000
0	696	1996	2000
0	697	1998	2000
0	698	1992	2000
0	699	1990	2000
0	700	1989	1993
0	701	1987	2000
0	702	1999	2000
0	703	1996	2000
0	704	1984	1984
0	705	1984	1995
0	706	1982	2000
0	707	1993	2000
0	708	1991	1996
0	709	1987	2000
0	710	1989	2000
0	711	2000	2000
0	712	1996	2000
0	713	1997	2000
0	714	1986	1993
0	715	1998	2000
0	716	1991	1994
0	717	1994	2000
0	718	1991	2000
0	719	1984	1994
0	720	1989	2000
0	721	1981	2000
0	722	1987	2000
0	724	1998	2000
0	725	1986	2000
0	726	1999	2000
0	727	1989	2000
0	728	1999	2000
0	730	1998	2000
0	731	1999	2000
0	732	1993	2000
0	733	1999	2000
0	734	1997	2000
0	735	1987	2000
0	736	1988	2000
0	737	1985	2000
0	738	1992	2000
0	739	2000	2000
0	740	1993	2000
0	741	1986	2000
0	742	1999	2000
0	744	2000	2000
0	745	1996	2000
0	746	1989	1996
0	747	1996	2000
0	748	2000	2000
0	749	1981	2000
0	752	1996	2000
0	753	1987	2000
0	755	1986	2000
0	756	1981	2000
0	757	1986	2000
0	758	1987	2000
0	759	1995	2000
0	760	1980	2000
0	761	1998	2000
0	762	1988	1993
0	763	1998	2000
0	764	1989	2000
0	765	1995	2000
0	766	1997	2000
0	767	1997	2000
0	768	1999	2000
0	769	1993	2000
0	770	1993	2000
0	771	1994	2000
0	772	1993	2000
0	774	1981	2000
0	775	1998	2000
0	776	1990	2000
0	777	1996	2000
0	778	1993	2000
0	779	1997	2000
0	780	1982	2000
0	781	1999	2000
0	782	1983	2000
0	783	1984	1987
0	784	1991	1999
0	785	1996	2000
0	786	1984	2000
0	787	1987	2000
0	788	1988	2000
0	789	1984	2000
0	790	2000	2000
0	791	1998	2000
0	792	1991	2000
0	793	1995	2000
0	794	1998	2000
0	795	1987	1992
0	796	1999	2000
0	797	1990	2000
0	798	1984	1995
0	799	1997	2000
0	800	1984	2000
0	801	1980	2000
0	802	1991	2000
0	803	1984	1987
0	804	1996	2000
0	805	1987	2000
0	807	1995	2000
0	808	2000	2000
0	809	1988	2000
0	810	1993	2000
0	811	1988	2000
0	812	1993	2000
0	813	1988	1993
0	814	1992	1995
0	815	1982	1984
0	816	1992	1996
0	817	1995	2000
0	818	1997	2000
0	819	1995	2000
0	820	1994	2000
0	821	1995	1999
0	822	1992	2000
0	823	1998	1999
0	824	1993	2000
0	827	1995	2000
0	828	1999	2000
0	829	1995	2000
0	830	1989	1990
0	831	1998	2000
0	832	1994	2000
0	833	1991	1997
0	835	1996	2000
0	837	1992	2000
0	838	1998	2000
0	839	1999	2000
0	840	1995	2000
0	841	1990	1999
0	842	1989	2000
0	843	1990	1995
0	844	1994	1998
0	845	1987	2000
0	846	1997	2000
0	847	1991	2000
0	849	1999	2000
0	850	1985	1998
0	852	1999	2000
0	853	1999	2000
0	854	1992	2000
0	855	1998	2000
0	856	1994	2000
0	857	1998	1999
0	858	1997	2000
0	859	1990	2000
0	861	1998	2000
0	862	1995	2000
0	863	2000	2000
0	865	1989	2000
0	866	1982	2000
0	867	1990	2000
0	868	1999	2000
0	869	1990	2000
0	870	1990	2000
0	871	1989	1997
0	872	1986	2000
0	873	1986	1999
0	874	1995	2000
0	875	1997	2000
0	876	1991	1993
0	877	1993	2000
0	878	1994	2000
0	879	1992	2000
0	880	1991	1998
0	881	1988	2000
0	882	1989	1993
0	883	1991	2000
0	885	1990	2000
0	886	1994	2000
0	887	1992	2000
0	888	1994	2000
0	889	1988	2000
0	890	1984	2000
0	891	1990	2000
0	892	1991	2000
0	893	1990	2000
0	894	1992	2000
0	895	2000	2000
0	896	1997	2000
0	897	1996	2000
0	898	1997	2000
0	900	1986	2000
0	901	1993	2000
0	902	1991	2000
0	903	1985	2000
0	904	1998	2000
0	905	1992	2000
0	906	1984	2000
0	907	1985	2000
0	908	1993	2000
0	909	1982	2000
0	910	1994	2000
0	911	1988	1993
0	912	1974	1985
0	913	1985	2000
0	914	1984	2000
0	915	1992	2000
0	917	2000	2000
0	921	1996	2000
0	922	1994	2000
0	923	1998	2000
0	924	1997	1997
0	925	1987	2000
0	927	1990	2000
0	928	1985	2000
0	929	1996	1999
0	931	1992	2000
0	932	1988	2000
0	933	1989	2000
0	934	1992	2000
0	935	1993	2000
0	938	1995	2000
0	939	1985	1991
0	940	1984	2000
0	941	1983	2000
0	942	1988	1996
0	943	1981	2000
0	944	1985	2000
0	945	1988	1999
0	946	1997	1999
0	947	1999	2000
0	950	1996	2000
0	951	1989	1995
0	952	1981	1987
0	953	1988	1992
0	956	1997	2000
0	957	1998	2000
0	958	1990	2000
0	959	1982	2000
0	960	1984	2000
0	961	1998	2000
0	963	2000	2000
0	964	1991	2000
0	965	1999	2000
0	966	1998	2000
0	968	1996	1996
0	969	1996	2000
0	970	1997	2000
0	971	1995	2000
0	973	1995	2000
0	974	1997	2000
0	975	1993	1996
0	976	1993	2000
0	977	1986	2000
0	978	1984	1987
0	979	1998	2000
0	981	1998	2000
0	982	1992	2000
0	983	1983	2000
0	984	1997	2000
0	985	1996	2000
0	987	1998	2000
0	988	1998	2000
0	989	2000	2000
0	990	1994	2000
0	991	1996	2000
0	992	1998	2000
0	993	1995	2000
0	994	1988	1999
0	995	1990	2000
0	998	1990	2000
0	999	1999	2000
0	1000	1994	2000
0	1001	1996	2000
0	1002	1997	2000
0	1003	2000	2000
0	1005	1995	2000
0	1006	1996	2000
0	1007	2000	2000
0	1009	1998	2000
0	1010	1998	2000
0	1011	1985	2000
0	1012	1986	2000
0	1013	1994	2000
0	1014	1994	2000
0	1015	1995	1999
0	1016	2000	2000
0	1017	1994	2000
0	1018	1993	2000
0	1019	1997	2000
0	1020	1988	2000
0	1021	1998	1998
0	1022	1987	2000
0	1023	1999	2000
0	1024	1998	2000
0	1025	1981	2000
0	1026	1995	1995
0	1027	1989	1995
0	1028	1997	2000
0	1029	1998	2000
0	1030	1992	2000
0	1031	1998	2000
0	1032	1996	2000
0	1033	1999	2000
0	1034	1997	2000
0	1035	1983	2000
0	1036	1992	2000
0	1037	1999	2000
0	1038	1982	2000
0	1039	1971	2000
0	1040	1993	2000
0	1041	1999	2000
0	1042	1996	2000
0	1043	1996	2000
0	1044	1999	2000
0	1046	1986	2000
0	1047	1996	2000
0	1049	1987	2000
0	1050	1991	2000
0	1051	1994	2000
0	1052	1993	2000
0	1053	1986	1997
0	1054	1994	2000
0	1055	1986	1994
0	1056	1995	2000
0	1057	1995	2000
0	1058	1992	2000
0	1059	1996	2000
0	1060	1989	1989
0	1061	1993	2000
0	1062	1984	2000
0	1063	2000	2000
0	1065	1995	1999
0	1066	1993	2000
0	1067	1995	2000
0	1068	1995	2000
0	1069	1998	2000
0	1070	1996	2000
0	1071	1989	2000
0	1072	1998	2000
0	1074	1994	1999
0	1075	1998	2000
0	1076	1996	2000
0	1077	1996	2000
0	1078	1999	2000
0	1079	1997	2000
0	1080	1995	2000
0	1081	1988	2000
0	1083	1996	2000
0	1084	1995	1995
0	1085	1997	2000
0	1086	1995	2000
0	1087	1994	1997
0	1088	1994	1999
0	1089	1993	2000
0	1090	1999	2000
0	1091	1997	1998
0	1092	1996	2000
0	1094	1995	2000
0	1095	1998	2000
0	1096	1999	2000
0	1097	1997	2000
0	1098	1994	2000
0	1100	1997	1999
0	1101	1986	2000
0	1102	1998	2000
0	1103	1982	2000
0	1106	1996	1997
0	1107	1990	2000
0	1108	1997	2000
0	1109	1993	2000
0	1110	1983	1990
0	1111	1981	2000
0	1112	1995	2000
0	1113	1984	2000
0	1114	1989	2000
0	1115	1988	1996
0	1116	1992	1997
0	1117	1991	2000
0	1118	1991	2000
0	1120	1986	2000
0	1121	1999	2000
0	1122	1992	2000
0	1123	1985	2000
0	1124	1989	2000
0	1126	1997	2000
0	1127	1990	2000
0	1128	1992	2000
0	1129	1981	2000
0	1130	1983	2000
0	1131	1991	2000
0	1132	1988	1994
0	1133	1996	1996
0	1134	1995	2000
0	1135	1995	2000
0	1136	1994	1997
0	1138	1998	2000
0	1139	1982	2000
0	1141	1989	1993
0	1142	1997	2000
0	1143	1998	2000
0	1145	2000	2000
0	1146	1992	2000
0	1147	1992	2000
0	1148	1984	1986
0	1149	1991	2000
0	1150	1993	2000
0	1151	1982	2000
0	1152	1994	2000
0	1153	1994	2000
0	1154	1999	2000
0	1155	1999	2000
0	1156	1996	2000
0	1157	1997	2000
0	1158	1997	2000
0	1159	1997	2000
0	1160	1999	2000
0	1161	1988	1995
0	1164	1996	2000
0	1165	1988	1995
0	1166	1996	2000
0	1167	1994	2000
0	1169	1992	1996
0	1170	1998	2000
0	1172	1983	2000
0	1173	1995	2000
0	1174	1998	2000
0	1175	1994	2000
0	1176	1998	2000
0	1177	1998	2000
0	1178	1968	2000
0	1181	1999	2000
0	1182	1999	2000
0	1183	1997	2000
0	1184	1998	2000
0	1185	1994	2000
0	1186	1996	2000
0	1187	1995	2000
0	1188	1981	2000
0	1189	1988	1996
0	1190	1983	2000
0	1191	1977	2000
0	1192	1984	2000
0	1194	2000	2000
0	1195	1999	2000
0	1196	1986	2000
0	1197	1982	2000
0	1199	1984	1996
0	1201	1994	2000
0	1202	1982	2000
0	1203	1997	2000
0	1204	1996	2000
0	1205	1997	2000
0	1206	1974	2000
0	1207	1985	2000
0	1208	1993	2000
0	1209	1986	2000
0	1211	1987	2000
0	1212	1983	2000
0	1213	1986	1997
0	1214	1985	1989
0	1215	1985	2000
0	1216	1990	2000
0	1220	1985	2000
0	1221	1986	2000
0	1222	1992	2000
0	1223	1984	2000
0	1224	1997	2000
0	1225	1994	1997
0	1226	1987	1993
0	1227	1989	1999
0	1228	1984	2000
0	1229	1995	1999
0	1230	1982	1988
0	1231	1984	2000
0	1232	1987	1994
0	1233	1995	2000
0	1234	1986	2000
0	1236	1997	2000
0	1237	1998	2000
0	1238	1986	2000
0	1239	1998	2000
0	1240	1996	1999
0	1241	1998	2000
0	1242	1993	2000
0	1243	1995	2000
0	1245	1997	2000
0	1246	1993	2000
0	1247	1999	2000
0	1249	1997	2000
0	1250	1988	1988
0	1251	1998	2000
0	1252	1987	2000
0	1253	1992	2000
0	1254	1988	1997
0	1255	1995	2000
0	1256	1997	2000
0	1257	1993	1998
0	1260	1982	2000
0	1261	1995	2000
0	1262	1995	1997
0	1263	1991	1995
0	1264	1987	2000
0	1265	1997	1997
0	1266	1996	2000
0	1267	1994	2000
0	1268	1995	1999
0	1269	1987	2000
0	1270	1987	2000
0	1271	1982	2000
0	1273	1992	2000
0	1274	1996	2000
0	1275	1987	2000
0	1276	2000	2000
0	1277	1988	2000
0	1279	1997	2000
0	1281	2000	2000
0	1282	1992	2000
0	1283	1999	2000
0	1284	1984	2000
0	1285	1995	1999
0	1286	1982	2000
0	1287	1994	2000
0	1288	1985	2000
0	1290	1996	2000
0	1293	1986	2000
0	1294	2000	2000
0	1295	1989	2000
0	1297	1993	2000
0	1298	1995	2000
0	1299	1998	2000
0	1300	1995	1997
0	1301	1997	2000
0	1303	1993	2000
0	1304	1996	1998
0	1305	1993	2000
0	1306	1986	2000
0	1308	1991	2000
0	1311	2000	2000
0	1313	1997	2000
0	1314	1999	2000
0	1315	1996	2000
0	1317	1997	2000
0	1318	1993	2000
0	1319	1997	2000
0	1320	1998	2000
0	1321	1998	2000
0	1322	1999	2000
0	1323	1986	2000
0	1324	1997	2000
0	1329	1979	1990
0	1330	1983	2000
0	1331	1994	1999
0	1332	1990	2000
0	1334	1989	2000
0	1335	2000	2000
0	1338	1997	2000
0	1341	1998	2000
0	1342	1999	2000
0	1343	1982	1985
0	1344	1995	2000
0	1345	1999	2000
0	1346	1998	2000
0	1347	1990	2000
0	1348	1987	2000
0	1349	1995	2000
0	1350	1989	2000
0	1351	1996	1996
0	1352	1997	2000
0	1353	1994	1998
0	1355	2000	2000
0	1356	1995	2000
0	1357	1994	2000
0	1358	1995	2000
0	1359	1999	2000
0	1361	2000	2000
0	1362	2000	2000
0	1365	1996	2000
0	1366	2000	2000
0	1370	1999	2000
0	1371	1996	2000
0	1372	2000	2000
0	1375	1994	2000
0	1376	1996	2000
0	1377	1999	2000
0	1378	1994	2000
0	1379	1995	2000
0	1381	1986	2000
0	1382	1990	2000
0	1383	1999	2000
0	1384	1998	2000
0	1385	1996	2000
0	1386	1998	2000
0	1388	1996	2000
0	1390	1995	2000
0	1391	1999	2000
0	1392	1986	2000
0	1394	1999	2000
0	1395	1996	2000
0	1396	1998	2000
0	1397	1985	2000
0	1398	1994	1995
0	1399	1993	2000
0	1400	1991	2000
0	1402	2000	2000
0	1403	1994	1996
0	1404	1993	2000
0	1405	1993	2000
0	1406	1996	2000
0	1407	1996	2000
0	1408	1989	2000
0	1409	1996	2000
0	1410	1992	2000
0	1411	1992	2000
0	1412	1996	2000
0	1413	1997	2000
0	1414	1992	2000
0	1415	1998	2000
0	1416	1999	2000
0	1417	1983	2000
0	1418	1998	1998
0	1419	1996	2000
0	1420	1992	2000
0	1421	1995	1999
0	1423	1992	2000
0	1424	1994	2000
0	1425	1994	2000
0	1426	1998	2000
0	1427	1995	2000
0	1428	1998	2000
0	1429	1987	2000
0	1430	1993	2000
0	1431	2000	2000
0	1432	1996	2000
0	1433	1998	2000
0	1434	2000	2000
0	1435	1985	1994
0	1436	1987	2000
0	1437	1995	1999
0	1438	1993	1996
0	1439	1985	2000
0	1440	1993	1996
0	1441	1985	2000
0	1442	1990	2000
0	1443	1986	2000
0	1444	1983	2000
0	1445	1999	2000
0	1446	1996	2000
0	1447	1996	2000
0	1448	1982	1984
0	1449	1983	2000
0	1450	1985	1994
0	1451	1986	1987
0	1452	1992	2000
0	1453	1990	2000
0	1454	1996	2000
0	1455	1992	2000
0	1456	1992	2000
0	1459	2000	2000
0	1460	1986	2000
0	1463	1988	1997
0	1464	1980	2000
0	1467	1988	1992
0	1468	1996	1996
0	1469	1995	1997
0	1470	1988	2000
0	1471	1994	2000
0	1472	1999	2000
0	1473	1980	2000
0	1474	1995	2000
0	1475	1985	2000
0	1476	1990	2000
0	1477	1994	2000
0	1478	1997	2000
0	1479	1989	1990
0	1480	1987	1993
0	1481	1993	1996
0	1482	1993	2000
0	1483	1991	1999
0	1484	1983	1986
0	1485	1987	1989
0	1486	1998	2000
0	1487	1983	2000
0	1488	1986	2000
0	1489	1992	1992
0	1490	1987	1991
0	1491	1987	1991
0	1492	1988	2000
0	1493	1988	2000
0	1494	1990	1992
0	1495	1989	2000
0	1496	1985	2000
0	1497	1986	1993
0	1498	1987	1996
0	1499	1971	1994
0	1500	1996	2000
0	1501	1996	1999
0	1502	1986	2000
0	1504	1995	2000
0	1505	2000	2000
0	1506	1978	2000
0	1508	1993	2000
0	1511	1993	2000
0	1513	1997	1997
0	1517	1994	1997
0	1519	1987	1990
0	1520	1995	2000
0	1522	1983	2000
0	1523	1994	2000
0	1524	1985	1990
0	1525	1986	1994
0	1526	1983	1986
0	1527	1987	2000
0	1528	1987	2000
0	1529	1985	2000
0	1530	1986	2000
0	1531	1985	2000
0	1532	1986	1989
0	1533	1985	2000
0	1534	1986	1990
0	1535	1983	1985
