it	posterior	likelihood	prior	lambda_avg	mu_avg	K_l	K_m	root_age	death_age	gamma_rate_hp_BI	gamma_rate_hp_D	poisson_rate_hp	corr_coeff	rsquared	gelman_r2
2420000	-459.706109919	-453.709384814	-5.99672510493	0.076333839506	0.00333763113378	3	1	1968.0	2000.5	20.90069566401553	24.24829599965188	0.7680851105966436	0.367107271086	0.482469220484	0.501654469034
2430000	-460.342402144	-452.329247205	-8.01315493882	0.103596509026	0.00161165585396	4	1	1968.0	2000.5	21.766030023980868	42.564615514895856	2.5242027327718293	0.419342476686	0.623456965063	0.631251454097
2440000	-459.082887835	-452.701970693	-6.38091714255	0.0740413064269	0.00234176971738	3	1	1968.0	2000.5	17.531780115387345	14.711245714198258	5.118579025930862	0.339185062438	0.474902733021	0.497266928058
2450000	-460.625838355	-454.344975687	-6.28086266772	0.0615898288969	0.00108425189599	3	1	1968.0	2000.5	23.393297984627544	15.527112627725293	1.467882870599368	0.274253930111	0.471336840222	0.492995250534
2460000	-458.091090261	-452.35308205	-5.73800821047	0.0777996676165	0.00192844635367	3	1	1968.0	2000.5	12.392214778539511	41.3681600740115	3.1695436836642408	0.366578279711	0.481226007073	0.498734022368
2470000	-463.105390517	-457.118423644	-5.98696687331	0.0909543450075	0.00418971655399	3	1	1968.0	2000.5	12.44890968897805	27.579791702816678	1.676927964506092	0.480215510706	0.484519288817	0.4943569989
2480000	-461.139249456	-453.81324707	-7.32600238656	0.0645125840481	0.00106718659923	3	1	1968.0	2000.5	13.198167369486546	16.94154398448153	1.893657456414719	0.286036477397	0.473155705335	0.494849674507
2490000	-460.777204118	-455.383837301	-5.3933668163	0.0679318058988	0.00032167409847	3	1	1968.0	2000.5	36.047257088104466	45.171217062915574	1.7355605121239608	0.313845249441	0.466503201078	0.483228971352
2500000	-457.709428607	-452.353783781	-5.35564482521	0.0747595185203	0.0023269496101	3	1	1968.0	2000.5	20.167632325837566	24.44242959526566	1.3715826198201735	0.348082201159	0.477746083144	0.498400336852
2510000	-461.863514566	-457.034301126	-4.82921344061	0.0889983838617	0.00290141518488	3	1	1968.0	2000.5	19.033664148097305	28.321070092396372	0.5554116707176395	0.415318420363	0.486075166974	0.499147037062
2520000	-467.677268191	-452.685554068	-14.9917141228	0.0932750249534	0.00222475509213	4	1	1968.0	2000.5	5.519868123980178	8.76769907719235	1.9587829422046217	0.373853654022	0.485018426311	0.506196254969
2530000	-459.752886258	-454.613156382	-5.13972987639	0.0624029485556	0.00153900574438	3	1	1968.0	2000.5	25.1097566564589	21.523573877535714	1.4311013347089914	0.273062059766	0.469147772826	0.493844695798
2540000	-463.162840863	-457.396603983	-5.76623688005	0.071837720733	0.000555264970568	3	1	1968.0	2000.5	18.159568574741204	29.95913155417936	2.476156794416256	0.328821941531	0.452012305591	0.474582333881
2550000	-458.445168038	-453.444707119	-5.00046091886	0.0807917947254	0.00177319967343	3	1	1968.0	2000.5	30.412716232372027	27.981021869565264	1.9417947184496547	0.390809830147	0.483586565075	0.496912185486
2560000	-459.616281661	-453.353085247	-6.26319641416	0.0751806510997	0.00223160757588	3	1	1968.0	2000.5	21.131374940751197	23.796819900183483	1.3609087012202699	0.38680161929	0.483784900644	0.494628088409
2570000	-459.715613112	-452.836186776	-6.87942633557	0.0758762902588	0.00292977317559	3	1	1968.0	2000.5	33.34583585890461	10.621436282648025	2.19697321160839	0.380574933225	0.483423039288	0.498006926351
2580000	-460.530988641	-456.698348861	-3.83263978031	0.0597858685502	0.00274922794578	3	1	1968.0	2000.5	43.50948177049326	28.30481838864112	1.452095682549055	0.288334168776	0.453659406052	0.480863783183
2590000	-460.805905906	-453.190081711	-7.61582419499	0.0733625349442	0.00314624056204	3	1	1968.0	2000.5	31.919535446390018	6.700505973142534	1.3338638650297814	0.356915861949	0.480459498489	0.499475296033
2600000	-467.669131248	-455.509002166	-12.160129082	0.171059300565	0.0463579186797	3	2	1968.0	2000.5	4.881829297261496	39.24577034109124	3.890078090962919	0.650085095451	0.652555568189	0.623935478845
2610000	-462.829981695	-457.137636515	-5.69234517919	0.0930289619319	0.00226614325586	3	1	1968.0	2000.5	18.572927578450308	32.26629672749756	1.2409059709223689	0.43749671805	0.477221789402	0.492676875554
2620000	-457.866349199	-453.163151576	-4.70319762269	0.0753748231849	0.00145116129767	3	1	1968.0	2000.5	20.356948897004063	31.89283062706683	2.1363470320041444	0.331764079923	0.472904852903	0.495793313722
2630000	-456.346993146	-452.859545789	-3.48744735722	0.0675883127363	0.00232752819803	3	1	1968.0	2000.5	25.88330627848477	46.454234142627406	2.1861739128681927	0.325950033005	0.481535011006	0.49923129431
2640000	-457.612109682	-451.692888335	-5.91922134696	0.0741180290973	0.000928235867812	3	1	1968.0	2000.5	20.92778560838446	26.407535102250982	1.4964940859949238	0.361566811302	0.483113742681	0.494957805599
2650000	-467.706631637	-458.484079117	-9.22255251993	0.095511455441	0.00280856292185	4	1	1968.0	2000.5	10.350340983066907	28.417956259697966	3.702997125779488	0.347764297626	0.485154470348	0.512185087692
2660000	-460.462027331	-455.170855727	-5.29117160414	0.0779760660948	0.00196175857258	3	1	1968.0	2000.5	18.423997831256205	26.574848329579517	1.8097320504882113	0.330614840913	0.480109549502	0.503380528936
2670000	-463.377227696	-452.420410723	-10.9568169735	0.0993909874221	0.00133307713608	4	1	1968.0	2000.5	24.574190273134764	8.382129800637912	2.551364106193081	0.384774330124	0.474197258987	0.488578043573
2680000	-461.860995826	-450.885949759	-10.9750460669	0.125843862308	0.00100892418845	4	1	1968.0	2000.5	12.181734610726643	26.83138212746863	2.536151834578683	0.495071396675	0.604144944681	0.612156230033
2690000	-460.356681879	-452.829737535	-7.52694434388	0.0697935742777	0.00176098257546	3	1	1968.0	2000.5	18.616070553380492	9.487272496862166	2.4433230575185725	0.316866784441	0.471773575021	0.493553152117
2700000	-465.063492631	-455.691843927	-9.37164870398	0.137589704269	0.00221868866223	3	1	1968.0	2000.5	21.489540711876035	16.777418772104642	3.392215278448652	0.519124650435	0.656612361996	0.644593352607
2710000	-460.752416301	-455.566321513	-5.18609478789	0.0891434293046	0.00128708157074	3	1	1968.0	2000.5	20.02515846372131	43.384580431166526	2.8714941557482505	0.38904632684	0.48894307002	0.502888159721
2720000	-459.748097029	-452.282869906	-7.46522712337	0.0802924468638	0.00196898733156	3	1	1968.0	2000.5	15.145193037618565	14.1690996153083	2.4006413631981616	0.385144140516	0.482271601986	0.498021536674
2730000	-464.010433722	-457.419840674	-6.59059304809	0.0795620435867	0.00137263454756	3	1	1968.0	2000.5	12.020884232458876	42.76919491737796	2.3363482305252017	0.342288715924	0.476588253865	0.49542150329
2740000	-460.050172268	-455.358438081	-4.6917341872	0.0625538248114	0.00224629425099	3	1	1968.0	2000.5	16.80440930433539	33.881816703261386	2.290681479412226	0.304591842689	0.483313217168	0.499454028012
2750000	-459.534063028	-455.673576638	-3.86048639075	0.0908102394253	0.00237761038474	3	1	1968.0	2000.5	17.86561161852027	54.76700841552424	1.5386340718159413	0.435357489489	0.483259793837	0.498230313325
2760000	-461.89415428	-453.334134214	-8.56002006538	0.0776846630247	0.00246450645989	3	2	1968.0	2000.5	25.881110297226638	22.63792505047226	1.975535463229398	0.358414742409	0.48471204724	0.498840586396
2770000	-459.185862729	-452.092188109	-7.09367461955	0.0696474449685	0.00190462579168	4	1	1968.0	2000.5	22.68848563993433	36.221087346999056	1.7246308714619873	0.402542747939	0.481133551446	0.497731119014
2780000	-462.63746048	-455.14795648	-7.48950399949	0.0930869299361	0.00063981243234	3	1	1968.0	2000.5	13.02522524862779	35.433026064837755	2.529289478021644	0.426503138592	0.494309436226	0.503752259725
2790000	-459.283162575	-451.712079558	-7.57108301699	0.0749394935023	0.00180046639119	3	1	1968.0	2000.5	9.403765542635151	26.074158873952484	2.2217006088966156	0.370576696356	0.483259880576	0.496296705342
2800000	-465.373341518	-452.906481918	-12.4668596005	0.12852217482	0.0024208631834	4	1	1968.0	2000.5	6.5538944451903145	31.48747744134937	1.498078955480108	0.443430315597	0.668737149248	0.685607865204
2810000	-461.594404967	-448.661018065	-12.9333869017	0.137719869813	0.00106981308523	4	1	1968.0	2000.5	6.134238010898676	36.0740192594173	2.1433269737892484	0.57005324184	0.669062446613	0.662259733566
2820000	-460.672651684	-453.286588633	-7.38606305139	0.0872904912835	0.000758619563012	3	1	1968.0	2000.5	22.929571385131663	31.863473396316518	0.8043487183573368	0.449763473074	0.484761580398	0.490432975009
2830000	-466.969379392	-461.248985439	-5.72039395254	0.056571444559	0.0038310358941	2	2	1968.0	2000.5	30.011348217868882	27.92916143707279	4.25186622471131	0.267669082534	0.420718145063	0.456671729711
2840000	-464.271612454	-457.393028082	-6.87858437244	0.103522446011	0.00261875638781	3	1	1968.0	2000.5	32.18278525240491	27.4280514886926	1.3130298703296979	0.465011034552	0.494714954174	0.509307216846
2850000	-463.277419614	-452.732273618	-10.5451459966	0.0920350493935	0.000989140569128	4	1	1968.0	2000.5	21.069614222219112	20.989546029783806	1.206587802866156	0.356140936814	0.437940938217	0.450094079754
2860000	-462.021270725	-456.807664839	-5.21360588624	0.0888506731236	0.00308569991842	3	1	1968.0	2000.5	20.401045553213756	30.378304952639333	1.0153348413585028	0.389584226222	0.496317067008	0.51310322342
2870000	-462.382326402	-454.013968471	-8.36835793079	0.0799146703632	0.0612390744399	3	2	1968.0	2000.5	20.723880623270478	34.12689161104513	1.70751118925572	0.401935013281	0.447332630648	0.46991902363
2880000	-459.095228597	-454.115995442	-4.97923315549	0.0617601008194	0.00976537581433	3	2	1968.0	2000.5	30.345821454518735	46.46358709376497	3.2600846869097353	0.296512611701	0.478845640604	0.497681863223
2890000	-466.219706631	-458.383544265	-7.83616236587	0.0874883977411	0.00304852297503	4	1	1968.0	2000.5	15.820088724121895	68.32127391315157	1.2800814127809497	0.334868852875	0.519964868567	0.534829093647
2900000	-465.255972193	-457.661192994	-7.59477919891	0.091788887881	0.00429495809221	3	1	1968.0	2000.5	32.424084335201464	9.573204928502154	3.0785969366140673	0.412115226351	0.497545103047	0.51380599966
2910000	-462.370933734	-453.698466015	-8.67246771839	0.0776815271012	0.00198964516953	4	1	1968.0	2000.5	14.797149401016844	28.611574528373136	2.904016027377896	0.380300730988	0.48901274183	0.499083824896
2920000	-458.919210966	-454.254902087	-4.66430887935	0.0799529614681	0.00204395981566	3	1	1968.0	2000.5	23.060236404709507	40.200789480240275	2.3693869446644005	0.373378963745	0.483649013634	0.498368374874
2930000	-455.205284608	-449.516713697	-5.68857091065	0.0705081121501	0.00363206462175	3	2	1968.0	2000.5	33.19147609512907	46.96027811756459	3.0320875834352803	0.324396284475	0.475175696335	0.494003172859
2940000	-461.467004284	-453.255806486	-8.21119779725	0.0886438322881	0.00157813773057	3	1	1968.0	2000.5	16.77912471847463	17.855590215385845	2.8474173490022876	0.455651910322	0.484638466113	0.492504607844
2950000	-457.23451484	-451.962850637	-5.27166420317	0.074766304995	0.00458763662404	3	2	1968.0	2000.5	12.579809150676931	63.24431251796403	2.370580386442595	0.356104227952	0.481572128136	0.498961128871
2960000	-468.686140352	-465.288179175	-3.39796117668	0.09898818833	0.00166516770186	2	1	1968.0	2000.5	13.897438135080579	23.04783272423102	1.4334934377361723	0.382893534959	0.479335595476	0.487416224184
2970000	-460.189055731	-454.165934756	-6.02312097496	0.0828020936017	0.0013114344208	3	1	1968.0	2000.5	21.246300406160678	25.4998239214653	2.6322471267494505	0.373716338226	0.479643890419	0.496359288468
2980000	-457.128623667	-454.593328269	-2.53529539816	0.0655473778607	0.00354115185582	3	1	1968.0	2000.5	21.556677076404423	71.10801294501596	2.2455814467246475	0.308103083688	0.478251973542	0.50293044172
2990000	-465.748499317	-457.092911739	-8.65558757743	0.0931639746915	0.00421414074626	4	1	1968.0	2000.5	28.756611061228455	14.811610124400618	2.8535991385783523	0.397305814916	0.488366607732	0.502690463468
3000000	-469.635548293	-459.550628282	-10.0849200114	0.105532182157	0.00111830330521	4	1	1968.0	2000.5	16.90040602712297	11.160409356430957	2.718823637512019	0.389666147346	0.49113039173	0.511125872447
3010000	-459.603336778	-452.973095193	-6.63024158469	0.069019529486	0.00229085122549	3	1	1968.0	2000.5	27.979802649989242	10.759837586443558	1.9028245291302837	0.324814409383	0.476360344976	0.496727323345
3020000	-463.896272303	-457.23872804	-6.65754426302	0.0838799157199	0.00186674062704	4	1	1968.0	2000.5	24.33716001977874	54.116593828300374	2.955152431315228	0.426971157944	0.485863368467	0.495714125133
3030000	-457.644905892	-454.272909577	-3.37199631537	0.0703321612995	0.00284824613214	3	1	1968.0	2000.5	23.17707081494915	61.94802341314729	1.0223581122646186	0.309041244335	0.470248722822	0.498344453808
3040000	-458.199443046	-452.253643621	-5.9457994245	0.0762221056924	0.00210097538511	3	1	1968.0	2000.5	33.39549293355763	27.82934118705878	1.0414458629823273	0.36102095741	0.477955511613	0.496475155817
3050000	-460.575867663	-451.08989103	-9.48597663277	0.120232248732	0.00192647572602	4	1	1968.0	2000.5	17.224294562358004	28.139093319606047	2.7876657361759447	0.497946728052	0.563741409308	0.570326331388
3060000	-457.61265719	-453.656845768	-3.95581142262	0.082982842761	0.00190438116145	3	1	1968.0	2000.5	15.196857461007522	63.16608743360636	1.53501152099477	0.373845845713	0.476223088988	0.497850525009
3070000	-471.316689609	-457.018395444	-14.2982941641	0.118580272862	0.00206289391464	6	1	1968.0	2000.5	11.848044327809994	31.288690969782653	4.254804795518749	0.407064419077	0.537344113532	0.561223995475
3080000	-459.007278065	-454.256879118	-4.75039894727	0.0804212177633	0.00979314834579	3	2	1968.0	2000.5	27.32648876389105	45.998536345646286	3.4552467279701844	0.415993544082	0.48444347734	0.496769456675
3090000	-460.582056067	-456.503019637	-4.07903643062	0.0804816204255	0.00166153057001	3	1	1968.0	2000.5	36.247147538216396	61.621518390903965	2.581117906865392	0.331957591213	0.478776330898	0.501738706376
3100000	-458.476847796	-451.843407511	-6.63344028528	0.0808821307168	0.000972264633322	3	1	1968.0	2000.5	23.077480402615517	18.41237948740241	1.5020737710613195	0.390923737661	0.482658191166	0.495269406201
3110000	-461.967624553	-457.547997131	-4.41962742216	0.0748211143509	0.00175815034808	3	1	1968.0	2000.5	20.096646146925515	38.032996927614505	0.8641472866147741	0.298428169795	0.454808388211	0.484651510444
3120000	-461.862848698	-452.226372939	-9.63647575918	0.0794648977089	0.00526618296317	3	2	1968.0	2000.5	10.786042092581205	25.945600362875595	1.2368310359178798	0.393050618039	0.483542872397	0.497719136484
3130000	-461.04257803	-455.057024874	-5.98555315644	0.0848815556893	0.00325494038115	3	1	1968.0	2000.5	21.094944658090107	13.099092586209524	1.6234227585873278	0.389292327818	0.478899902522	0.502021343617
3140000	-462.918472669	-456.490347979	-6.42812469014	0.0858027799545	0.00386076748802	4	1	1968.0	2000.5	22.385891448188328	38.80351435648239	2.535793451432674	0.333958742	0.521467154162	0.545137790524
3150000	-463.284797227	-455.840223727	-7.44457350009	0.092361953262	0.00195805922645	3	1	1968.0	2000.5	7.905651817444928	53.62575540796692	1.7289746763798695	0.478276079266	0.483957779924	0.49274017199
3160000	-460.670414895	-455.770122704	-4.90029219033	0.068434640764	0.0119014349327	3	2	1968.0	2000.5	15.974242719810274	47.57566204289393	3.0143189510527764	0.28781461812	0.463754257186	0.501133016568
3170000	-464.290775838	-454.437023329	-9.8537525093	0.130303166968	0.00239367042165	4	1	1968.0	2000.5	20.365916815748033	35.08042208591369	2.2662144711887895	0.432608317289	0.696175374139	0.716365452304
3180000	-461.217022964	-455.377363339	-5.83965962554	0.0625950377351	0.00155997914772	3	1	1968.0	2000.5	34.89388532524785	18.98440835653924	3.371691945209167	0.286444083422	0.465139604299	0.486907098067
3190000	-463.349164167	-455.247637159	-8.10152700767	0.0842764633341	0.000530986350854	3	1	1968.0	2000.5	14.244786422251956	37.39923912738338	0.9772425468603998	0.404992160033	0.485062409606	0.49309466103
3200000	-457.280600971	-451.859248287	-5.42135268345	0.0755940157371	0.0020351650733	3	1	1968.0	2000.5	32.39042499815023	37.17769948627189	0.9832082525038867	0.375549045398	0.483227968014	0.496504758696
3210000	-462.106132008	-454.254233372	-7.85189863579	0.0760002197003	0.00205840078254	4	1	1968.0	2000.5	35.32422288923568	19.652454891287615	2.1000462928406565	0.358696292211	0.483580094782	0.501537360901
3220000	-461.858645052	-456.174818429	-5.68382662336	0.0749085192368	0.00147268623372	3	1	1968.0	2000.5	15.691803558240252	29.223281246057272	1.6326184920545952	0.330906281167	0.453263042971	0.477110574623
3230000	-462.433278877	-452.766087244	-9.6671916329	0.109992859602	0.00248466755803	4	1	1968.0	2000.5	13.149422813961985	20.915562770206524	2.8279871129671665	0.433225344271	0.632411070915	0.64651413336
3240000	-464.683265578	-459.629194564	-5.0540710141	0.0739370179777	0.00270951483745	3	1	1968.0	2000.5	12.020068386522935	45.33701522168832	2.8109188384759207	0.332386526982	0.440777599009	0.470147649262
3250000	-464.494637161	-458.703041874	-5.791595287	0.0744113493693	0.00214939638642	3	1	1968.0	2000.5	14.075554597948	26.895718920264937	1.857894097697459	0.2981377625	0.444695120643	0.473973221028
3260000	-461.5504458	-460.803343647	-0.747102152921	0.0542172793683	0.00146167285329	2	1	1968.0	2000.5	55.07294155789603	66.2505176481621	1.0777487223555746	0.248221744468	0.420891480066	0.451858634725
3270000	-462.429231246	-458.649850761	-3.7793804846	0.0732326035115	0.0038932395088	3	1	1968.0	2000.5	36.83934627607026	28.818462861372954	2.124467342425879	0.33299515393	0.480647019691	0.505759251834
3280000	-462.383908207	-456.056443151	-6.3274650558	0.0879184591374	0.00182515023782	3	1	1968.0	2000.5	23.425580837341798	21.776215415877953	0.9849643098495995	0.403797752234	0.474113254412	0.49167223691
3290000	-464.948935534	-458.567650292	-6.38128524154	0.0813475190685	0.00157327305599	3	1	1968.0	2000.5	17.462137447013617	16.720290445307718	1.9841736521883508	0.404813169915	0.482887607936	0.490140795497
3300000	-463.406011709	-453.041420707	-10.3645910026	0.0798180142794	0.00103333149473	4	1	1968.0	2000.5	20.24534234190051	17.77879026237788	1.070239886734894	0.297399231694	0.468269261588	0.487278278259
3310000	-462.376189102	-457.563479626	-4.81270947603	0.0627494708136	0.0142405433454	3	2	1968.0	2000.5	28.194104463600453	44.10202067739521	1.2348139004699914	0.292139140232	0.454018696508	0.498549935718
3320000	-461.948113223	-455.470071652	-6.47804157097	0.0863512833296	0.000598678543263	3	1	1968.0	2000.5	12.491251193232424	45.505910573364375	2.624035411122775	0.410202582162	0.486582992585	0.492996330414
3330000	-460.062684336	-452.893860972	-7.1688233647	0.0675312205698	0.000924218808006	4	1	1968.0	2000.5	25.52346861968882	26.28787694930335	2.1073345087772917	0.325219904716	0.481016592513	0.497006637225
3340000	-466.126171154	-462.454666021	-3.67150513378	0.0621151049029	0.0135339460672	2	2	1968.0	2000.5	11.376858720123742	44.40480717972671	2.1932480791367874	0.277050763265	0.416698414644	0.457502339775
3350000	-464.139004402	-459.629622997	-4.50938140578	0.083950406694	0.00265032189199	3	1	1968.0	2000.5	13.810032951248052	58.58638865129216	2.6692725727881315	0.320408220298	0.487981337461	0.514924489564
3360000	-458.451695444	-452.599420589	-5.85227485474	0.081582169527	0.00256963276734	3	1	1968.0	2000.5	11.880977346613212	32.9574068867856	2.054774446683616	0.396230929233	0.481961278014	0.498383959036
3370000	-462.135600367	-454.4158986	-7.71970176751	0.0828552402912	0.0032803513749	3	1	1968.0	2000.5	8.964900415682441	20.96490546323747	1.6643763793037136	0.430444366064	0.484598855152	0.494916746528
3380000	-461.058397883	-455.923485414	-5.13491246902	0.071077634482	0.000935601519202	3	1	1968.0	2000.5	19.82442384579129	33.49592318522726	2.030013261738148	0.347284383576	0.470840664211	0.483825232225
3390000	-461.60010719	-453.313564459	-8.28654273037	0.0812397446673	0.00282256194022	3	1	1968.0	2000.5	6.316780138214485	31.53640368655495	2.051439132443136	0.381748505655	0.477947007363	0.498600850377
3400000	-461.758126237	-453.511286981	-8.24683925552	0.0756337764287	0.00281897915505	4	1	1968.0	2000.5	23.219686849382313	21.128829249871266	1.2025839756813146	0.335987999335	0.474265590469	0.497896254685
3410000	-463.643620842	-457.569421565	-6.07419927743	0.0742456193075	0.0028224094465	3	1	1968.0	2000.5	16.420272298465402	14.197740291350133	2.184858597936781	0.339082282128	0.477640160587	0.497254827164
3420000	-464.500223075	-451.614161816	-12.8860612588	0.150123699174	0.00245407876853	5	1	1968.0	2000.5	16.236742225257387	35.244599348633294	2.8391705326670875	0.506630906726	0.681391236778	0.689673413949
3430000	-464.916295042	-455.808373119	-9.10792192286	0.110658071889	0.00223717861312	4	1	1968.0	2000.5	15.632911179526259	46.931893469882816	1.0225518472033535	0.408102787069	0.614366627207	0.629651325432
3440000	-460.655528288	-453.867930897	-6.78759739152	0.07851830758	0.00276404356391	3	1	1968.0	2000.5	15.560641037509342	12.260392085215644	1.5455863227398678	0.383878307153	0.483733812195	0.498804710138
3450000	-456.112080488	-452.563527502	-3.5485529866	0.0763343752223	0.00181018895289	3	1	1968.0	2000.5	15.034821740544409	130.82736590077138	1.9111101593759525	0.383853236966	0.482588529583	0.494715734272
3460000	-463.211413134	-459.014623892	-4.19678924133	0.0822087396698	0.00340037239468	3	1	1968.0	2000.5	23.2945775068258	29.62328432280763	1.893140302558288	0.349670813989	0.455194623076	0.486327693184
3470000	-460.768151026	-455.163531049	-5.60461997643	0.0796117398168	0.00104796411298	3	1	1968.0	2000.5	35.750365709593794	43.973247232568944	3.2797385300332906	0.398341941112	0.470968153923	0.482710067315
3480000	-458.937811201	-451.884040591	-7.05377060978	0.0794329811276	0.00159828237429	3	1	1968.0	2000.5	12.980806931159513	18.36581644499765	1.7831830963247008	0.387470293425	0.483187718093	0.496412520456
3490000	-463.680015044	-458.442540789	-5.23747425432	0.0709480241774	0.00198683736049	3	1	1968.0	2000.5	12.07303423439068	35.18028979235761	2.0647097590087573	0.305764304798	0.45629351013	0.484439124399
3500000	-464.058641418	-457.532861351	-6.52578006727	0.0683356976615	0.0025983160283	3	1	1968.0	2000.5	7.281983217719185	47.46169279169104	1.84589337423358	0.274910256023	0.456977568227	0.491708762098
3510000	-458.626785706	-454.232595447	-4.39419025858	0.0856826837652	0.00132934928697	3	1	1968.0	2000.5	30.12730492722724	51.25368609694195	2.151845563300096	0.381957925822	0.473163468156	0.494212497848
3520000	-458.366778171	-452.987728656	-5.37904951535	0.0762610440467	0.00149982023551	3	1	1968.0	2000.5	38.511474157352446	33.03409913235046	2.492937708465864	0.340065856105	0.469937302242	0.491937143521
3530000	-461.323947363	-452.190232791	-9.13371457147	0.10793855484	0.00175755584024	4	1	1968.0	2000.5	13.549611107158452	34.74790643034209	2.9341753072342254	0.463039409906	0.495616938387	0.504131296085
3540000	-456.939826474	-452.622080765	-4.3177457081	0.0758881758197	0.0015701406434	3	1	1968.0	2000.5	20.019343517899337	56.08627318620425	3.0636116116538656	0.342067638189	0.47218705638	0.493549777558
3550000	-460.446541475	-451.819815119	-8.62672635648	0.0755475255937	0.00199444461341	3	1	1968.0	2000.5	21.574532104888767	7.530576253557485	0.9877213413866517	0.370483713628	0.481842779984	0.496617046053
3560000	-468.186130497	-462.152572875	-6.03355762146	0.13209244478	0.00424885679195	3	1	1968.0	2000.5	9.035620194371742	49.26086632579002	3.0888009001898347	0.491272157388	0.576210524099	0.580405168579
3570000	-463.162013771	-457.405596177	-5.75641759329	0.0801498115868	0.00254981872531	3	1	1968.0	2000.5	24.68706266586659	17.401687162392285	2.87331884185369	0.326454005569	0.467285476344	0.49658778751
3580000	-462.821313808	-455.60983888	-7.21147492764	0.134864512858	0.00137551145358	3	1	1968.0	2000.5	22.514001239403637	48.27281466986174	2.548675122526736	0.480773525997	0.680540560022	0.668727264574
3590000	-458.198768841	-452.930975223	-5.26779361847	0.082678666491	0.00274699052727	3	1	1968.0	2000.5	18.74929978528819	28.181245389116885	2.6534787639683524	0.40169419741	0.481768739983	0.498582912432
3600000	-465.375543312	-457.94195413	-7.43358918228	0.0898362069811	0.00671452005283	3	2	1968.0	2000.5	24.867988730169934	25.055557676710837	1.919542329583646	0.363511879878	0.476594824974	0.500867993245
3610000	-465.399233186	-458.121284531	-7.27794865481	0.0835216060061	0.00460687449678	3	1	1968.0	2000.5	12.113218946412955	13.308661543523842	1.2899529910557752	0.435278870629	0.483847508741	0.495107730833
3620000	-463.912342831	-456.277714818	-7.63462801325	0.0948098930983	0.000678309111252	3	1	1968.0	2000.5	14.886747008967632	24.853105293734373	2.5691496122655595	0.437305988071	0.494884168935	0.494615492804
3630000	-466.334230192	-455.77583662	-10.5583935723	0.105378082029	0.00351454789965	4	1	1968.0	2000.5	22.043722241065343	7.738770726996989	2.369707274322996	0.40344129874	0.560567285024	0.586948392415
3640000	-463.305867194	-458.001403349	-5.30446384508	0.0917713516887	0.00453875944295	3	1	1968.0	2000.5	10.370683256310164	37.5029277620954	1.4805259933227832	0.431173888975	0.481185873403	0.503946695346
3650000	-464.704326644	-455.221273057	-9.48305358622	0.0873511019865	0.00469771873852	3	2	1968.0	2000.5	17.129331922043363	16.39582262463259	1.8243939300757166	0.437826090331	0.483928978798	0.4986776082
3660000	-461.493555347	-460.254260019	-1.23929532881	0.0535602098458	0.00106411780024	2	1	1968.0	2000.5	23.029466322611754	66.80144719515337	2.0412669696504233	0.254730759873	0.421405850306	0.449039865971
3670000	-464.70616939	-455.059093094	-9.64707629642	0.0974080967937	0.0017650573425	4	1	1968.0	2000.5	7.451368498137507	59.108983747609415	2.959690417225094	0.352474255808	0.553195377278	0.576827470593
3680000	-457.606210346	-451.766226819	-5.83998352669	0.0746500449414	0.00112483250083	3	1	1968.0	2000.5	14.809346896499056	32.06246044341332	2.1779402100689085	0.359461120489	0.482588019813	0.49605517756
3690000	-461.985066637	-451.898753443	-10.0863131948	0.0871440948897	0.00157884737941	4	1	1968.0	2000.5	12.55910001227777	19.872347000751596	3.898005181843452	0.387430938076	0.500300872752	0.512357138498
3700000	-461.981438572	-454.464511917	-7.51692665571	0.0755459076144	0.00145695011664	4	1	1968.0	2000.5	22.47717059362161	28.64500607724643	1.7450449848010838	0.429225498121	0.484571911375	0.492214060372
3710000	-468.117007883	-456.856874735	-11.2601331485	0.140625886995	0.00227293619442	3	1	1968.0	2000.5	8.570260611020013	11.93961140830513	2.5449327845467273	0.538412881893	0.660183544362	0.635580778676
3720000	-461.417437758	-455.936510879	-5.48092687832	0.0713487796007	0.00251189329073	4	1	1968.0	2000.5	28.426186498152525	52.075109164402164	1.6534900703079087	0.283541306014	0.468485925325	0.497392495847
3730000	-462.029753778	-452.636680055	-9.39307372266	0.0789322370917	0.00133384801654	3	1	1968.0	2000.5	13.70397085653168	8.590497247033666	0.609082775244137	0.355823993416	0.474596598327	0.495010070357
3740000	-456.231292929	-452.345072905	-3.88622002444	0.0783654672341	0.00198735684395	3	1	1968.0	2000.5	18.011959990314804	57.06524370707807	2.324655967021952	0.381638840044	0.483328081618	0.497495012119
3750000	-458.579086527	-454.560282093	-4.01880443406	0.0657088975306	0.00289640775402	3	1	1968.0	2000.5	31.385414202718238	30.293581498535765	2.9711587316114922	0.2943310077	0.473913365977	0.501055330387
3760000	-458.467285328	-452.691687633	-5.7755976942	0.0726616218474	0.000736267593787	3	1	1968.0	2000.5	29.050915055468792	48.510057748839614	1.0959105941607463	0.364187204896	0.482272275622	0.492277790422
3770000	-464.178132702	-455.226317491	-8.95181521135	0.0746106699018	0.00313668090942	4	1	1968.0	2000.5	17.01654404190703	12.578951638815525	1.468285644796334	0.271442605838	0.404905830942	0.422802256951
3780000	-464.470188175	-456.691804428	-7.77838374667	0.0775903882305	0.00092552592258	3	1	1968.0	2000.5	38.3364594462363	21.4780134205423	1.3098546295909208	0.350947133972	0.494081051668	0.500983083934
