it	posterior	likelihood	likelihood_birth	likelihood_death	prior	l_max	steepness_k	midpoint_x0	initCarryingCap	maxCarryingCap	m_max	nuB	nuD	l_0	l_1	l_2	l_3	l_4	l_5	l_6	l_7	l_8	l_9	l_10	l_11	l_12	l_13	l_14	l_15	l_16	l_17	l_18	l_19	l_20	l_21	l_22	l_23	l_24	l_25	l_26	l_27	l_28	l_29	l_30	l_31	m_0	m_1	m_2	m_3	m_4	m_5	m_6	m_7	m_8	m_9	m_10	m_11	m_12	m_13	m_14	m_15	m_16	m_17	m_18	m_19	m_20	m_21	m_22	m_23	m_24	m_25	m_26	m_27	m_28	m_29	m_30	m_31	niche_0	niche_1	niche_2	niche_3	niche_4	niche_5	niche_6	niche_7	niche_8	niche_9	niche_10	niche_11	niche_12	niche_13	niche_14	niche_15	niche_16	niche_17	niche_18	niche_19	niche_20	niche_21	niche_22	niche_23	niche_24	niche_25	niche_26	niche_27	niche_28	niche_29	niche_30	niche_31	nicheFrac_0	nicheFrac_1	nicheFrac_2	nicheFrac_3	nicheFrac_4	nicheFrac_5	nicheFrac_6	nicheFrac_7	nicheFrac_8	nicheFrac_9	nicheFrac_10	nicheFrac_11	nicheFrac_12	nicheFrac_13	nicheFrac_14	nicheFrac_15	nicheFrac_16	nicheFrac_17	nicheFrac_18	nicheFrac_19	nicheFrac_20	nicheFrac_21	nicheFrac_22	nicheFrac_23	nicheFrac_24	nicheFrac_25	nicheFrac_26	nicheFrac_27	nicheFrac_28	nicheFrac_29	nicheFrac_30	nicheFrac_31	corr_coeff	rsquared	gelman_r2
271	-106059.491731	-106017.158194	-61129.1070804	-44888.0511139	-42.3335363509	1.47290988882	2.38200545076	1980.60015427	272.283616533	74132.9529962	0.166964594691	0.0903557946914	4.064438246	0.585431320116	0.528071177161	0.44651645659	0.401989254674	0.353963967372	0.346446613301	0.326514364106	0.304457769091	0.282150895401	0.250091481598	0.251997209427	0.357757486006	0.500997306456	0.561225201608	0.540718337746	0.499002989769	0.463253473675	0.435286698971	0.412960306286	0.387632054659	0.367415527485	0.349909050717	0.333680215422	0.317767171923	0.301656936736	0.287797387185	0.275594402166	0.264468823696	0.254651208493	0.244634104718	0.233470377696	0.222332531683	0.166964594713	0.166964595046	0.166964609365	0.166964693816	0.166965307845	0.166965558498	0.166966716188	0.166969594323	0.166976299864	0.167003266224	0.167000646064	0.166965206816	0.166964595953	0.166964594762	0.166964594885	0.166964596075	0.166964601696	0.166964618632	0.166964657067	0.166964775137	0.166965008604	0.166965433862	0.166966194787	0.166967581017	0.166970162828	0.166974046625	0.166979579429	0.166987311044	0.166997284263	0.167011842777	0.167035575499	0.167070741863	272.28361654	272.283616607	272.283617333	272.283625186	272.283710208	272.284630715	272.294596665	272.40249378	273.570631783	286.215221753	422.836391868	1870.25019558	14539.6223546	53570.4789493	71591.5253104	73890.6463251	74110.505463	74130.8790542	74132.7614314	74132.9353023	74132.9513619	74132.9528453	74132.9529823	74132.9529949	74132.9529961	74132.9529962	74132.9529962	74132.9529962	74132.9529962	74132.9529962	74132.9529962	74132.9529962	0.00367264109647	0.00734528219113	0.0183632054289	0.0293811278388	0.0477443178296	0.0514167838384	0.0624323809881	0.0770918052496	0.0950394412971	0.127526410987	0.125343988879	0.0459831525232	0.0100415262817	0.00494675435422	0.00632756458305	0.0102719361347	0.0153082210533	0.0207133655987	0.0262164792256	0.0340469453922	0.0417628051106	0.0496944996605	0.0582467017202	0.0679117692822	0.079161826999	0.0901690777156	0.100994223181	0.111880070398	0.122361239279	0.133968762859	0.148078547479	0.16349004741	0.581838836303	0.753776733649	0.753776733649
272	-106056.207895	-106017.746879	-61126.6575936	-44891.089285	-38.4610162335	1.11262408309	1.98689997657	1980.61299547	146.175789493	58890.8574048	0.170468042016	0.141068737569	3.38060004445	0.56187699534	0.505303320347	0.421501620164	0.374125189072	0.321774514812	0.313473893487	0.291362150937	0.26710391995	0.245584873419	0.231627732941	0.295110838833	0.41842253809	0.525472258644	0.564915501949	0.547815080026	0.509667322767	0.475162197839	0.447451903962	0.42498323522	0.399159429832	0.378301755968	0.360065983589	0.343017884638	0.326168622596	0.308977346099	0.294081139984	0.2808841772	0.268786394269	0.25805880679	0.247063118054	0.234749360512	0.222401958851	0.170468050201	0.170468127272	0.170469930018	0.170477290019	0.170515777361	0.170529348492	0.170585954804	0.170704919074	0.170900642257	0.171102331358	0.17057371076	0.170470142247	0.170468079967	0.170468049185	0.170468056994	0.170468113741	0.170468314186	0.170468796578	0.170469714803	0.170472088956	0.170476114763	0.170482573811	0.170492899408	0.170509810882	0.170538171689	0.170576946834	0.170627815291	0.170693877803	0.170773722801	0.170883309069	0.171050607882	0.171282198797	146.175790261	146.175795092	146.175830326	146.176087288	146.177961281	146.191628099	146.291298518	147.018173751	152.318651364	190.945548495	471.118363241	2436.23244041	13557.324083	40285.9113264	55380.4093957	58383.3356024	58820.7434088	58881.2334732	58889.5375862	58890.676428	58890.8325892	58890.8540021	58890.8569382	58890.8573408	58890.857396	58890.8574036	58890.8574046	58890.8574047	58890.8574048	58890.8574048	58890.8574048	58890.8574048	0.00684107811709	0.013682155782	0.03420538121	0.054728513729	0.0889326946834	0.0957647177341	0.116206501495	0.142839483475	0.170694788637	0.19115397184	0.112498268239	0.0353004083574	0.0107690868129	0.00657798201096	0.00817978785175	0.0130002849643	0.0192874134914	0.0260779183693	0.0330024666462	0.0428590763954	0.052571849707	0.0625564030685	0.0733220778997	0.085488651844	0.0996504425218	0.113506583105	0.127133486079	0.140836801594	0.154030700176	0.16864247589	0.18640414631	0.2058044412	0.578684267707	0.756851796432	0.756851796432
273	-106058.325048	-106019.723418	-61127.522336	-44892.201082	-38.6016297953	1.1510026954	1.09033191942	1981.26144003	121.438492256	65210.73876	0.165709411429	0.127262189061	3.29288527148	0.526116358733	0.468538224325	0.384292089508	0.337540267663	0.287281741912	0.283717150074	0.274909912233	0.282463744673	0.318241606097	0.366229919667	0.42249398748	0.468396434731	0.502516319225	0.515096474102	0.51010211018	0.486247997374	0.459372488809	0.435167553307	0.414419533277	0.389873208336	0.369954098927	0.352520680386	0.336235392176	0.320165428344	0.303800614905	0.289647360181	0.277129340113	0.265670909698	0.255523673034	0.245135752352	0.233517923648	0.221884354408	0.165709434096	0.165709633177	0.165713918239	0.165730256717	0.165807740834	0.165818798115	0.165851481632	0.165822962942	0.165747648904	0.165717643843	0.165710612402	0.165709634372	0.165709470582	0.165709447061	0.165709455055	0.165709523735	0.165709724596	0.165710174073	0.165711008767	0.165713141958	0.165716690453	0.165722297992	0.165731139401	0.165745427729	0.165769071779	0.165801004734	0.165842456619	0.165895786343	0.165959705873	0.166046743801	0.166178506591	0.166359320038	121.472681081	121.540212845	121.741136669	122.338930243	124.117457489	129.40846631	145.145514978	191.922374568	330.698868768	740.113979683	1928.23733545	5217.70494816	13253.2488023	28058.7144114	45104.7731137	56709.6573016	62082.2121772	64124.5655801	64841.580824	65086.1940121	65168.8254144	65196.6454535	65206.0012494	65209.1463824	65210.2035454	65210.5588707	65210.6782982	65210.7184385	65210.7319298	65210.7364643	65210.7379884	65210.7385007	0.00823230368424	0.0164554590879	0.0410707517344	0.0653921035935	0.104739496465	0.108184575548	0.117123839497	0.109419238102	0.0786213756849	0.0493167282364	0.0274862430187	0.0164823424962	0.0110161668416	0.0094444811731	0.0100432829771	0.0133839637923	0.0182741555143	0.0239455813245	0.0299730508618	0.0387793454251	0.0475073776505	0.0565059747227	0.0662208986483	0.0772054271417	0.089993585067	0.102506405646	0.114812484633	0.127187680164	0.139102870518	0.152298540677	0.168338840176	0.185858959409	0.550136285687	0.734936419225	0.734936419225
274	-106054.055681	-106013.097834	-61125.325313	-44887.7725205	-40.9578470535	1.11968497142	1.64345097454	1981.11184223	100.174751035	60646.8023102	0.168239267232	0.138041003599	4.02503749832	0.526883663168	0.467360651911	0.379406251324	0.329788051768	0.275052716515	0.266460968986	0.243777598117	0.220442982645	0.206407184709	0.214567384206	0.289273005174	0.390704663323	0.480662519947	0.530057623709	0.533515465902	0.504376445899	0.472426286707	0.445458607393	0.423297144522	0.397740446126	0.377099175281	0.359059743766	0.342202983537	0.325550551372	0.308567958292	0.293858881179	0.280832502379	0.26889499368	0.258312601788	0.247468695662	0.235328422434	0.223158648486	0.168239268721	0.168239291468	0.168240235886	0.16824568978	0.168284570828	0.168300122056	0.168370051947	0.168520779738	0.168681474113	0.16857965169	0.168266880494	0.168239885828	0.168239280524	0.168239268505	0.168239268305	0.168239271645	0.16823928654	0.168239330714	0.168239430233	0.168239733455	0.168240327882	0.168241402835	0.168243313885	0.168246774112	0.16825317986	0.168262763132	0.168276350714	0.168295258251	0.168319556343	0.168354899977	0.168412298296	0.168497016455	100.174777558	100.174888238	100.175460785	100.178422561	100.193743798	100.273000292	100.682990075	102.803774722	113.772202041	170.448379501	461.947363341	1926.09349346	8489.83174063	27599.0684016	49232.4419542	58044.5215193	60125.682911	60545.3594666	60627.1656738	60643.0053237	60646.0682709	60646.6604104	60646.7748792	60646.7970075	60646.8012851	60646.802112	60646.8022719	60646.8023028	60646.8023088	60646.8023099	60646.8023102	60646.8023102	0.00998255273807	0.0199650834174	0.0499124232706	0.0798575161745	0.129748620095	0.139618840159	0.16884679316	0.204272654936	0.228526824071	0.214141079585	0.114731686348	0.0446499613295	0.0171970428226	0.00960177336945	0.00920124986735	0.0130761694667	0.0188688085536	0.0253611509375	0.0320565868188	0.0416206285709	0.0510503003455	0.060745306915	0.0711991694298	0.0830134524562	0.0967652023791	0.11022015617	0.123452510595	0.13675906536	0.149570952708	0.163759664512	0.181007070148	0.199845656132	0.543952539228	0.752690158694	0.752690158694
275	-106056.097697	-106017.014123	-61128.0619724	-44888.952151	-39.0835735688	1.41060992226	1.95828243861	1981.00738113	357.344597902	68117.5082268	0.169186989994	0.0992478172762	3.33278479657	0.623530423683	0.567478704364	0.487209977868	0.443115911623	0.395355551051	0.387863331514	0.367982842479	0.346019752949	0.324175759415	0.293763550721	0.291172488225	0.359192418416	0.469650131094	0.539287636454	0.54152353741	0.506061830475	0.470840606808	0.442416489841	0.419541077775	0.393502465411	0.37267296414	0.354604865673	0.337830533701	0.321359743575	0.304662087406	0.290279073001	0.277601472665	0.266032092908	0.255814138282	0.245380205211	0.233742067767	0.222120626241	0.169186990518	0.169186995275	0.169187101936	0.169187526136	0.169189693978	0.169190451238	0.169193596882	0.169200295021	0.169213306455	0.169253495516	0.169258877374	0.16919574866	0.169187200722	0.16918700593	0.169187004613	0.169187045992	0.169187191951	0.169187539306	0.169188193316	0.169189864736	0.169192668651	0.169197127514	0.169204199579	0.169215696445	0.169234835982	0.169260829238	0.169294733206	0.169338538918	0.169391243088	0.169463267793	0.169572720626	0.169723516426	357.344598489	357.344602062	357.344627381	357.344806824	357.346078563	357.35509156	357.418967894	357.87166522	361.079823028	383.807796544	544.448298354	1661.45569088	8630.53764235	33992.5736665	59632.0451327	66775.9041299	67924.932263	68090.2691592	68113.6634515	68116.9657004	68117.4316754	68117.4974253	68117.5067027	68117.5080117	68117.5081964	68117.5082225	68117.5082261	68117.5082267	68117.5082267	68117.5082268	68117.5082268	68117.5082268	0.00279841924078	0.0055968384256	0.0139920950726	0.0223873408742	0.0363792994519	0.0391767189853	0.0475632283876	0.0586802534005	0.072006238903	0.0950996835621	0.0973462496994	0.0517618378102	0.016916674957	0.00779582042242	0.00759658668409	0.0113663754896	0.0167022617793	0.0225509462506	0.0285331885193	0.0370539112253	0.0454509209148	0.0540830203582	0.0633904587678	0.0739090455149	0.0861525935899	0.0981318925843	0.109913004673	0.121760179078	0.133166938077	0.145799519955	0.16115533709	0.177927823778	0.602952236249	0.746777228153	0.746777228153
276	-106061.164349	-106022.782596	-61132.4906037	-44890.2919919	-38.3817533673	1.28453231898	1.79952021688	1980.23907814	454.424516048	73592.0197801	0.169601230739	0.107031562579	2.97585430477	0.617245187487	0.565857463713	0.491803715212	0.450905968649	0.40644616929	0.399481583405	0.381069697145	0.361463749013	0.346415025044	0.343609071798	0.400122323176	0.488936750079	0.556180040204	0.563984259774	0.536311818053	0.496693312757	0.462565777259	0.435589142684	0.413920949735	0.389225858924	0.369436736426	0.352246009044	0.336265573117	0.320555232377	0.304609471289	0.290858967707	0.278727389256	0.267647002697	0.257853611322	0.247846200348	0.236675519134	0.225512214647	0.169601232834	0.169601247222	0.169601482646	0.169602250883	0.169605556549	0.169606619171	0.169610782471	0.169618581395	0.169628431746	0.169630786879	0.169606511756	0.169601509243	0.169601254647	0.169601248459	0.169601281265	0.169601442834	0.169601920311	0.169602923164	0.169604641401	0.169608653727	0.16961486294	0.169624102396	0.169637918513	0.169659164613	0.169692649949	0.169735909055	0.169789954023	0.169857160419	0.169935314225	0.170038736405	0.170190616196	0.170392562675	454.424535956	454.424636429	454.42524396	454.428917547	454.451130784	454.58544829	455.397621577	460.308242587	489.987475389	668.938275872	1732.61464865	7556.88183411	29275.9305865	58764.5504133	70640.4568435	73086.8813728	73507.9965426	73578.1108306	73589.7191777	73591.6393006	73591.9568568	73592.009374	73592.0180592	73592.0194955	73592.0197331	73592.0197723	73592.0197788	73592.0197799	73592.0197801	73592.0197801	73592.0197801	73592.0197801	0.0022005854017	0.00440116983031	0.0110029098657	0.0176045134698	0.0286059360829	0.0307972902623	0.0373300149024	0.0456216032152	0.0530625807922	0.0545640776086	0.0305896063163	0.0113803552693	0.00498703190897	0.00450952143999	0.00641275580938	0.0103849006244	0.0154336950177	0.0208689783234	0.0264099390746	0.0342973743211	0.0420698148579	0.050059782731	0.058674841564	0.0684109504606	0.0797437007611	0.0908318594962	0.101736574461	0.112702437368	0.123260647379	0.134953491284	0.149166988932	0.164691770062	0.62348994002	0.727273692807	0.727273692807
277	-106056.830688	-106017.787181	-61128.5195046	-44889.2676764	-39.0435067421	1.66939921053	2.08345100013	1980.7998073	104.339450454	73497.444792	0.16829775423	0.0797104661019	3.1727630204	0.516825446877	0.451352424389	0.35905935687	0.309037435333	0.255360145387	0.246988556908	0.224853603284	0.200722844213	0.178772442258	0.161753944405	0.222416532751	0.358849246985	0.49286008096	0.559416285992	0.549673282019	0.509008932935	0.472076564053	0.442947915621	0.419708148887	0.393402402475	0.372456606699	0.35435493254	0.337603999314	0.321206293751	0.304632477825	0.290395602733	0.277876628763	0.266476057075	0.256426047271	0.246181656339	0.234776213676	0.223409267375	0.168297820607	0.168298352801	0.168308711072	0.168346429527	0.168524890831	0.168585048634	0.168828957179	0.169324921802	0.170151662645	0.171210684199	0.168865821358	0.168308781222	0.16829790481	0.168297769059	0.168297775229	0.168297841097	0.168298056551	0.168298541245	0.168299415637	0.168301561172	0.168305032602	0.16831039102	0.168318668371	0.168331793473	0.168353113857	0.16838142754	0.168417651786	0.168463659167	0.16851817457	0.168591607553	0.168701501524	0.168850513219	104.339450646	104.339451998	104.33946286	104.339550105	104.340250867	104.345879487	104.391089316	104.754218976	107.670796928	131.088753747	318.644342397	1791.03253717	11767.2510518	44344.7570377	67932.7689295	72755.3853272	73404.2334176	73485.8270747	73495.9981878	73497.2646869	73497.4223689	73497.4420003	73497.4444444	73497.4447487	73497.4447866	73497.4447913	73497.4447919	73497.444792	73497.444792	73497.444792	73497.444792	73497.444792	0.0095841025979	0.0191682049474	0.0479205073798	0.0766727476968	0.124592378224	0.134169169582	0.162849148441	0.200469252744	0.241476804685	0.27843731027	0.166329643895	0.0480169947867	0.0124073158087	0.00597590375284	0.00666835765917	0.0104322174446	0.0154555118578	0.0208951856586	0.0264436166311	0.0343414140751	0.0421239262577	0.0501241934377	0.0587503420376	0.0684989800287	0.0798463132567	0.0909487400409	0.101867486975	0.112847460527	0.123419256624	0.135127146639	0.14935893392	0.164903692017	0.534006256419	0.7163165572	0.7163165572
278	-106057.240609	-106016.752051	-61128.7131647	-44888.0388863	-40.4885576308	2.09293876593	1.45566537515	1981.21530599	352.409002877	76166.0893117	0.170215467777	0.0610617740519	3.54390285811	0.629989420794	0.566741639395	0.478917698996	0.431931227142	0.381977599598	0.374328422226	0.354311205216	0.333786819274	0.319164086667	0.312569498646	0.348777863167	0.416363652841	0.488935985419	0.532203514658	0.536404081588	0.506458078651	0.472421865288	0.443515081314	0.419926137668	0.393087511181	0.371770421148	0.353401992302	0.33645404769	0.319911011497	0.303237893902	0.288953482266	0.276421188734	0.265031417652	0.255008876962	0.244809636188	0.233474643196	0.222198865952	0.170215467937	0.170215469645	0.170215515813	0.170215721792	0.170216885934	0.170217304991	0.170219065608	0.170222577431	0.170226962559	0.170229725066	0.170219794235	0.170215904288	0.170215501245	0.170215474622	0.170215473631	0.170215485468	0.170215528423	0.170215637	0.170215853593	0.170216439453	0.170217470625	0.17021917645	0.170221978103	0.17022668498	0.17023477875	0.170246100294	0.170261248278	0.170281268245	0.17030584425	0.170340074728	0.170393157226	0.170467842896	352.409337995	352.410439638	352.415162753	352.435412323	352.522228894	352.894438383	354.490183801	361.330917989	390.64545144	516.070131294	1049.13483094	3251.91069426	11395.196221	32367.1439958	57826.2180641	70914.2799921	74872.4169078	75860.3462656	76094.555042	76149.3922127	76162.1941372	76165.1807455	76165.8773912	76166.0398822	76166.0777825	76166.0866226	76166.0886845	76166.0891654	76166.0892776	76166.0893038	76166.0893099	76166.0893113	0.00283760925772	0.00567520077456	0.0141878117869	0.0226991945766	0.0368771071282	0.0396719202042	0.0479561939282	0.0581184696755	0.0665565153879	0.0707268213886	0.0505178156676	0.0264459907069	0.0128124164927	0.0081873148905	0.00783381682505	0.0107030629104	0.0151524426064	0.0202411414604	0.0255405922136	0.0331453728869	0.0406500893924	0.0483685584928	0.0566920535534	0.0660990122079	0.0770487357476	0.087762156314	0.0982983389237	0.108893604633	0.119094994715	0.130392673311	0.144125818976	0.159125932677	0.609583849078	0.762503152384	0.762503152384
279	-106055.844408	-106015.615598	-61127.5822326	-44888.0333655	-40.2288097393	1.32743834802	1.12169571192	1981.65159946	130.161908705	60188.66797	0.168864857653	0.113899332016	3.85839467663	0.565059305264	0.502450602452	0.41176584905	0.361632393629	0.307434164837	0.300968789133	0.284583833034	0.277555339869	0.294902290569	0.331275052819	0.388994766058	0.443324685624	0.489295313766	0.514585962171	0.520860663047	0.502320898306	0.476315567219	0.451076959197	0.428824994485	0.402210249064	0.380611452833	0.361731667843	0.344126392271	0.326787523736	0.30916589834	0.293954326781	0.280522085171	0.268244510508	0.257385790674	0.246282884983	0.233881238552	0.221479301995	0.168864858825	0.168864874635	0.168865438817	0.168868393603	0.168887335978	0.168892701061	0.168912468525	0.16892463368	0.168898852642	0.168874945878	0.168866193271	0.168865034788	0.168864886676	0.168864867933	0.168864865559	0.168864874726	0.168864906498	0.168864989096	0.168865164999	0.16886568375	0.168866662845	0.168868381311	0.168871355711	0.168876605017	0.168886078623	0.168899926027	0.168919169605	0.168945474142	0.168978746417	0.169026422154	0.169102619455	0.169213234958	130.17534405	130.203155944	130.288539849	130.550671676	131.355416696	133.825894016	141.409127388	164.678116175	236.002672189	453.917873148	1113.14168822	3049.07001903	8272.2244664	19649.0602164	35953.566552	49343.9447308	56166.5431159	58816.5958825	59734.7549111	60040.0589174	60140.1810944	60172.8658841	60183.5198909	60186.9910048	60188.1217269	60188.4900428	60188.6100142	60188.6490922	60188.661821	60188.6659671	60188.6673176	60188.6677575	0.00768194628021	0.0153606107739	0.0383763606977	0.0612788880924	0.098968130337	0.104613536139	0.120218548223	0.127521497621	0.110168244109	0.0804110218153	0.0476129863437	0.0282053214466	0.0176494243589	0.0134866501034	0.0125995845042	0.0153818265674	0.0201988574881	0.0261065771822	0.0325354980177	0.0420385996535	0.0514797252629	0.061223608779	0.0717472159792	0.0836476440499	0.0975026272896	0.111059440023	0.12439230609	0.137800069034	0.150709448018	0.165006149255	0.182384832382	0.201366809593	0.573655666843	0.767189183273	0.767189183273
280	-106053.640829	-106012.853504	-61125.2712967	-44887.5822074	-40.7873254092	1.61285474942	1.40506492106	1981.1154887	111.664742817	68966.4927861	0.168316134313	0.0848501740173	3.80103683295	0.531846527856	0.466363482971	0.373678153241	0.323295510148	0.269207332209	0.261325101082	0.241299319314	0.22600204296	0.233107265834	0.272459711703	0.352069302228	0.434155786518	0.503335918131	0.538291204827	0.537053574449	0.506379745644	0.472945525407	0.444576499226	0.421307160898	0.394669656889	0.373392359194	0.354974269033	0.337912617822	0.321196436179	0.304287162908	0.289751502046	0.276961782264	0.265308190891	0.255030067539	0.244548298437	0.232872851104	0.221230854992	0.16831613708	0.16831617287	0.168317389083	0.168323614556	0.1683632619	0.168377379383	0.1684344998	0.168510675382	0.168470688685	0.168358413425	0.168318856386	0.168316267699	0.168316143192	0.168316136429	0.168316136541	0.168316142164	0.168316164105	0.168316223921	0.168316351102	0.168316717992	0.168317402113	0.168318589144	0.168320623146	0.168324179903	0.168330542014	0.168339766936	0.168352498238	0.168369794278	0.168391552661	0.168422569348	0.168471869366	0.168543030824	111.665426267	111.667528415	111.676096333	111.711017356	111.853347792	112.433450865	114.797728839	124.432353246	163.67319642	323.149016116	965.563606145	3464.10217255	11995.7861196	31751.9386431	53546.4738756	64413.7436956	67790.8060998	68674.2713047	68894.5655514	68948.8314351	68962.1587147	68965.4293663	68966.2318718	68966.4287703	68966.4770797	68966.4889325	68966.4918406	68966.4925541	68966.4927291	68966.4927721	68966.4927826	68966.4927852	0.00895532335687	0.0179103095446	0.044772338613	0.0716133483461	0.116223611153	0.124518102862	0.148086553383	0.168766397582	0.158853132759	0.112950986015	0.0548902212787	0.0248260575804	0.012170940574	0.00834594709252	0.008459940818	0.0117831996163	0.0167353077102	0.0223591742705	0.0282097721997	0.0366068568164	0.0448941862856	0.0534180680647	0.0626103512227	0.0729992851561	0.0850920657179	0.0969238843889	0.108559965864	0.120261299261	0.131527639598	0.144004713025	0.159171498464	0.175737514125	0.553697531087	0.753847107497	0.753847107497
281	-106057.980083	-106017.617649	-61129.8908916	-44887.7267577	-40.362433484	1.65944526462	2.16531611806	1980.34690949	308.389022588	70787.0170309	0.169095503726	0.0808534042135	3.62447495173	0.615420472619	0.555239242011	0.470327370265	0.424269679858	0.374818960534	0.36710113195	0.346676698791	0.324259750755	0.302798852746	0.279901142981	0.319045048447	0.441070602246	0.556768043099	0.584564625026	0.553982963781	0.509130479505	0.471403127049	0.44200324005	0.418590088288	0.392090513768	0.370985636955	0.352742666684	0.335857789145	0.319326016072	0.302613763178	0.288255645953	0.275628302499	0.264127625073	0.253988256732	0.243651714664	0.23214242209	0.220670670945	0.169095503887	0.16909550571	0.169095558662	0.1690958055	0.169097257244	0.169097797356	0.169100136061	0.169105399236	0.169115727996	0.169138331182	0.169107288629	0.169095667051	0.169095505591	0.16909550432	0.169095505814	0.169095516142	0.169095556477	0.16909566154	0.169095874404	0.169096459566	0.169097507817	0.169099267581	0.169102196213	0.169107178399	0.169115852057	0.169128122167	0.169144699565	0.169166798673	0.169194135921	0.169232489943	0.169292428434	0.169377439145	308.389022761	308.389024093	308.389035709	308.389136972	308.390019715	308.397714895	308.464796463	309.04956504	314.146790631	358.549918261	743.270843925	3927.08945068	22901.489996	57002.7557807	68874.6587194	70562.2440714	70761.1594949	70784.0498544	70786.6766425	70786.9779835	70787.0125516	70787.0165171	70787.016972	70787.0170241	70787.0170301	70787.0170308	70787.0170309	70787.0170309	70787.0170309	70787.0170309	70787.0170309	70787.0170309	0.00324265757272	0.00648531511743	0.0162132871829	0.0259412509745	0.0421544121695	0.045395926506	0.0551116373568	0.0679502655093	0.0827638568192	0.101798935493	0.0713064429114	0.021899170131	0.00637513105153	0.00464889804661	0.00657716507671	0.0107564606255	0.0160328068123	0.0216927401464	0.0274557316741	0.0356562756583	0.0437368365806	0.052043442163	0.0609998864864	0.071121799048	0.0829036205538	0.0944311581471	0.105767982803	0.117168378438	0.128144967545	0.14030115149	0.155077872475	0.171217837795	0.620345314946	0.751093507954	0.751093507954
282	-106061.476237	-106019.349838	-61129.2925653	-44890.0572732	-42.1263983673	1.77360221582	1.37254840156	1981.21924972	80.8141365772	59311.1059741	0.165815009631	0.0822807017858	4.32372623431	0.537920898255	0.465401378797	0.362971965413	0.307404630378	0.247866606703	0.239400709105	0.218103495195	0.203604242457	0.216627366061	0.265139412588	0.352949415518	0.440730542228	0.514998482967	0.55464468033	0.55693486984	0.525995518809	0.490541367005	0.459937471489	0.434675877955	0.40568970588	0.382535263828	0.362497174234	0.343941262894	0.325767919917	0.307391768711	0.291600862677	0.277711008863	0.265058514481	0.253902138164	0.242527348043	0.229860286449	0.217232748239	0.165815010569	0.16581502841	0.165815996008	0.165822521888	0.165875846193	0.165896376033	0.165982915627	0.166088414872	0.165991496737	0.165848454491	0.165816440557	0.165815059754	0.165815012095	0.165815010089	0.165815010046	0.165815011184	0.165815016404	0.165815033008	0.165815073234	0.165815205635	0.16581548314	0.165816013606	0.165817004288	0.165818883446	0.165822525351	0.165828205605	0.165836554153	0.165848548874	0.165864407461	0.165888104746	0.165927708913	0.165987926676	80.814917627	80.8172181248	80.8262944895	80.8621042822	81.0033875416	81.5607988552	83.7599028325	92.4346379467	126.635095463	261.184808507	786.120998034	2769.2344861	9436.88163421	25273.230782	44201.7195002	54580.6058336	58036.0918043	58982.6624176	59227.5125464	59289.8960186	59305.7286566	59309.7429457	59310.7604947	59311.0184084	59311.0837796	59311.1003487	59311.1045483	59311.1056127	59311.1058825	59311.1059509	59311.1059682	59311.1059726	0.0123739530939	0.0247472017276	0.0618610568699	0.0989338587094	0.160487115348	0.171651089696	0.202961075946	0.227187561573	0.205314331741	0.139747790879	0.0674196467624	0.0310555138728	0.0154712123834	0.0104854026098	0.0102484700849	0.0139060383887	0.0195481805327	0.0260330737383	0.0328141418818	0.0425704912555	0.0522040630834	0.0621145838277	0.072802978144	0.0848830476208	0.0989444067791	0.112702343418	0.12623268538	0.139838903934	0.152939316592	0.167447560466	0.185083380605	0.204346214781	0.575045811457	0.741123680504	0.741123680504
